R55CHEPSUM,,CHEP Summarization Report,,,,11/13/2023,12:24:44,,,,,,
VF075001,,,,,,Page -,1,,,,,,
,,,,,,,,,,,,,.
,,,,,,,Customer CHEP,,,,,,
Branch Plant,Legacy Order Number,JDE Order Number,JDE BOL#,Customer PO#,Pallet Type,Description,Number,Number Of Pallets,Actual Ship Date,Receipt Date,,,
         010,1012091,11841026,15882828,41X288169,CBP,CHEP BLOCK (MARK 55),210934,20,10/19/2023,,,,
         010,1012092,11841027,15882784,41X288168,CBP,CHEP BLOCK (MARK 55),4000393638,21,10/19/2023,,,,
         010,1012093,11841028,15882829,41X288169,CBP,CHEP BLOCK (MARK 55),210934,2,10/19/2023,,,,
         010,1012100,11841044,15882865,461920,CBP,CHEP BLOCK (MARK 55),6100134492,3,10/20/2023,,,,
         010,1011995,11841060,15882374,J120157-01,CBP,CHEP BLOCK (MARK 55),105683,22,10/19/2023,,,,
         010,1011996,11841076,15881706,K175631-01,CBP,CHEP BLOCK (MARK 55),2673126,20,10/17/2023,,,,
         010,1012057,11841102,15882106,L648307-01,CBP,CHEP BLOCK (MARK 55),2673132,21,10/18/2023,,,,
         010,1012058,11841105,15882021,M498046-01,CBP,CHEP BLOCK (MARK 55),2673134,21,10/17/2023,,,,
         010,1012059,11841106,15881490,A176478-01,CBP,CHEP BLOCK (MARK 55),2673127,19,10/16/2023,,,,
         010,1012106,11841220,15882506,4610392485,CBP,CHEP BLOCK (MARK 55),113914,14,10/19/2023,,,,
         010,1012104,11841221,15882777,461902,CBP,CHEP BLOCK (MARK 55),6100134492,20,10/19/2023,,,,
         010,1012113,11841301,15881626,105388,CBP,CHEP BLOCK (MARK 55),6100194471,3,10/16/2023,,,,
         010,1012116,11841315,15883825,25873,CBP,CHEP BLOCK (MARK 55),127678,5,10/24/2023,,,,
         010,1012117,11841316,15883826,25874,CBP,CHEP BLOCK (MARK 55),127678,2,10/24/2023,,,,
         010,1012125,11841462,15882291,1264238O,CBP,CHEP BLOCK (MARK 55),6100380055,21,10/19/2023,,,,
         010,1012136,11841714,15882684,457781,CBP,CHEP BLOCK (MARK 55),6100104737,2,10/19/2023,,,,
         010,1012137,11841741,15882815,681016,CBP,CHEP BLOCK (MARK 55),105889,20,10/19/2023,,,,
         010,1012138,11841762,15882685,457780,CBP,CHEP BLOCK (MARK 55),6100104737,18,10/19/2023,,,,
         010,1012142,11841820,15882713,143267,CBP,CHEP BLOCK (MARK 55),6100681872,9,10/19/2023,,,,
         010,1012143,11841950,15883265,27475,CBP,CHEP BLOCK (MARK 55),166144,19,10/23/2023,,,,
         010,1012127,11842102,15882707,41X290457,CBP,CHEP BLOCK (MARK 55),4000393638,1,10/19/2023,,,,
         010,1012128,11842103,15882791,41X290459,CBP,CHEP BLOCK (MARK 55),210934,19,10/19/2023,,,,
         010,1012130,11842104,15882525,41X290456,CBP,CHEP BLOCK (MARK 55),4000393638,22,10/19/2023,,,,
         010,1012131,11842105,15882708,41X290457,CBP,CHEP BLOCK (MARK 55),4000393638,22,10/19/2023,,,,
         010,1012132,11842107,15882631,41X290458,CBP,CHEP BLOCK (MARK 55),4000189406,23,10/19/2023,,,,
         010,1012133,11842108,15882792,41X290459,CBP,CHEP BLOCK (MARK 55),210934,4,10/19/2023,,,,
         010,1012126,11842109,15882787,41X290427,CBP,CHEP BLOCK (MARK 55),4000129871,22,10/19/2023,,,,
         010,1012129,11842111,15882788,41X290427,CBP,CHEP BLOCK (MARK 55),4000129871,1,10/19/2023,,,,
         010,1012164,11842193,15882691,1030492011,CBP,CHEP BLOCK (MARK 55),4000270202,4,10/19/2023,,,,
         010,1012163,11842291,15883846,976621,CBP,CHEP BLOCK (MARK 55),6100190171,24,10/25/2023,,,,
         010,1012170,11842298,15883154,29630350,CBP,CHEP BLOCK (MARK 55),10629483,1,10/23/2023,,,,
         010,1012171,11842308,15884193,10205,CBP,CHEP BLOCK (MARK 55),104032,1,10/26/2023,,,,
         010,1012172,11842323,15884194,73464,CBP,CHEP BLOCK (MARK 55),104032,20,10/26/2023,,,,
         010,1012166,11842329,15883447,191109,CBP,CHEP BLOCK (MARK 55),6100151533,5,10/24/2023,,,,
         010,1012167,11842330,15883448,191110,CBP,CHEP BLOCK (MARK 55),6100151533,16,10/24/2023,,,,
         010,1012168,11842331,15883301,191118,CBP,CHEP BLOCK (MARK 55),4000252179,17,10/23/2023,,,,
         010,1012169,11842332,15883302,191119,CBP,CHEP BLOCK (MARK 55),4000252179,4,10/23/2023,,,,
         010,1012173,11842333,15883410,5287664,CBP,CHEP BLOCK (MARK 55),6100762400,1,10/23/2023,,,,
         010,1012174,11842376,15883411,5287664,CBP,CHEP BLOCK (MARK 55),6100762400,23,10/23/2023,,,,
         010,1012176,11842389,15883884,976646,CBP,CHEP BLOCK (MARK 55),190171,1,10/25/2023,,,,
         010,1012175,11842390,15883885,976645,CBP,CHEP BLOCK (MARK 55),6100190171,23,10/25/2023,,,,
         010,1012179,11842399,15880970,122807,CBP,CHEP BLOCK (MARK 55),4000139600,23,10/13/2023,,,,
         010,1012181,11842470,15884973,27845,CBP,CHEP BLOCK (MARK 55),166144,20,10/30/2023,,,,
         010,1012205,11842751,15883618,457976,CBP,CHEP BLOCK (MARK 55),6100104737,2,10/24/2023,,,,
         010,1012209,11842798,15883619,457975,CBP,CHEP BLOCK (MARK 55),6100104737,18,10/24/2023,,,,
         010,1012211,11842856,15883401,5287841,CBP,CHEP BLOCK (MARK 55),6100762400,1,10/23/2023,,,,
         010,1012212,11842883,15883402,5287841,CBP,CHEP BLOCK (MARK 55),6100762400,22,10/23/2023,,,,
         010,1012221,11842899,15883261,1759355Y,CBP,CHEP BLOCK (MARK 55),410219,19,10/23/2023,,,,
         010,1012196,11842901,15883419,193506,CBP,CHEP BLOCK (MARK 55),4000122853,14,10/23/2023,,,,
         010,1012197,11842907,15883454,193511,CBP,CHEP BLOCK (MARK 55),188317,17,10/24/2023,,,,
         010,1012198,11842908,15883420,193505,CBP,CHEP BLOCK (MARK 55),4000122853,6,10/23/2023,,,,
         010,1012199,11842909,15883455,193510,CBP,CHEP BLOCK (MARK 55),188317,5,10/24/2023,,,,
         010,1012216,11842970,15883399,1829963303,CBP,CHEP BLOCK (MARK 55),6100634870,8,10/23/2023,,,,
         010,1012213,11842971,15883550,41X295355,CBP,CHEP BLOCK (MARK 55),4000189406,5,10/24/2023,,,,
         010,1012217,11842972,15883372,2279356737,CBP,CHEP BLOCK (MARK 55),4000033486,8,10/23/2023,,,,
         010,1012218,11842973,15883400,4879864719,CBP,CHEP BLOCK (MARK 55),400000953,10,10/23/2023,,,,
         010,1012219,11842975,15883373,6479129946,CBP,CHEP BLOCK (MARK 55),4000105206,8,10/23/2023,,,,
         010,1012220,11842976,15883110,6630261475,CBP,CHEP BLOCK (MARK 55),4000033492,8,10/23/2023,,,,
         010,1012214,11842977,15883726,41X295356,CBP,CHEP BLOCK (MARK 55),210934,21,10/24/2023,,,,
         010,1012215,11842978,15883551,41X295355,CBP,CHEP BLOCK (MARK 55),4000189406,18,10/24/2023,,,,
         010,1012165,11842980,15884215,41X292408,CBP,CHEP BLOCK (MARK 55),4000129871,10,10/26/2023,,,,
         010,1012223,11842981,15884230,41X295357,CBP,CHEP BLOCK (MARK 55),4000129871,21,10/26/2023,,,,
         010,1012226,11843011,15883512,4610345858,CBP,CHEP BLOCK (MARK 55),113914,4,10/24/2023,,,,
         010,1012227,11843012,15883379,4610345861,CBP,CHEP BLOCK (MARK 55),153096,4,10/23/2023,,,,
         010,1012228,11843018,15883380,4610345862,CBP,CHEP BLOCK (MARK 55),153096,17,10/23/2023,,,,
         010,1012229,11843019,15884564,4610345864,CBP,CHEP BLOCK (MARK 55),153096,21,10/26/2023,,,,
         010,1012233,11843094,15884092,863883-001,CBP,CHEP BLOCK (MARK 55),6100263814,8,10/25/2023,,,,
         010,1012232,11843186,15883513,4610345859,CBP,CHEP BLOCK (MARK 55),113914,16,10/24/2023,,,,
         010,1012230,11843188,15883810,4610345863,CBP,CHEP BLOCK (MARK 55),153096,19,10/24/2023,,,,
         010,1012231,11843189,15883876,4610345860,CBP,CHEP BLOCK (MARK 55),113914,21,10/25/2023,,,,
         010,1012234,11843192,15883816,27416,CBP,CHEP BLOCK (MARK 55),6100150071,22,10/24/2023,,,,
         010,1012235,11843193,15883805,27417,CBP,CHEP BLOCK (MARK 55),6100150071,21,10/24/2023,,,,
         010,1012245,11843234,15883724,11351219,CBP,CHEP BLOCK (MARK 55),6100151418,21,10/24/2023,,,,
         010,1012246,11843361,15884581,122825,CBP,CHEP BLOCK (MARK 55),4000139600,19,10/26/2023,,,,
         010,1012247,11843364,15885231,122826,CBP,CHEP BLOCK (MARK 55),4000139600,11,10/30/2023,,,,
         010,1012249,11843367,15884972,122827,CBP,CHEP BLOCK (MARK 55),4000139600,16,10/30/2023,,,,
         010,1012250,11843369,15885126,122828,CBP,CHEP BLOCK (MARK 55),4000139600,7,10/30/2023,,,,
         010,1012251,11843416,15884967,122829,CBP,CHEP BLOCK (MARK 55),4000139600,13,10/30/2023,,,,
         010,1012253,11843589,15884220,319623,CBP,CHEP BLOCK (MARK 55),6100100580,21,10/25/2023,,,,
         010,1012254,11843590,15883593,319624,CBP,CHEP BLOCK (MARK 55),6100100580,14,10/24/2023,,,,
         010,1012256,11843731,15883539,2229009316,CBP,CHEP BLOCK (MARK 55),4000105205,9,10/24/2023,,,,
         010,1012257,11843732,15883647,4079627312,CBP,CHEP BLOCK (MARK 55),6100529789,7,10/24/2023,,,,
         010,1012258,11843733,15883540,6434407848,CBP,CHEP BLOCK (MARK 55),4000120086,7,10/24/2023,,,,
         010,1012265,11843754,15884481,458166,CBP,CHEP BLOCK (MARK 55),6100104737,16,10/26/2023,,,,
         010,1012266,11843764,15883831,197366,CBP,CHEP BLOCK (MARK 55),188317,13,10/25/2023,,,,
         010,1012267,11843765,15883832,197367,CBP,CHEP BLOCK (MARK 55),188317,11,10/25/2023,,,,
         010,1012252,11843833,15883880,977109,CBP,CHEP BLOCK (MARK 55),6100190171,25,10/25/2023,,,,
         010,1012261,11843941,15884224,41X298085,CBP,CHEP BLOCK (MARK 55),210934,18,10/26/2023,,,,
         010,1012262,11843943,15884110,41X298086,CBP,CHEP BLOCK (MARK 55),4000393638,1,10/25/2023,,,,
         010,1012263,11843945,15884225,41X298085,CBP,CHEP BLOCK (MARK 55),210934,4,10/26/2023,,,,
         010,1012264,11843946,15884111,41X298086,CBP,CHEP BLOCK (MARK 55),4000393638,21,10/25/2023,,,,
         010,1012271,11843969,15884346,681342,CBP,CHEP BLOCK (MARK 55),105889,4,10/26/2023,,,,
         010,1012276,11843982,15884347,681343,CBP,CHEP BLOCK (MARK 55),105889,15,10/26/2023,,,,
         010,1012268,11844030,15883760,24895810,CBP,CHEP BLOCK (MARK 55),6100399599,19,10/24/2023,,,,
         010,1012289,11844086,15885221,10206,CBP,CHEP BLOCK (MARK 55),104032,2,10/30/2023,,,,
         010,1012290,11844130,15885222,73465,CBP,CHEP BLOCK (MARK 55),104032,19,10/30/2023,,,,
         010,1012291,11844154,15884138,320851,CBP,CHEP BLOCK (MARK 55),105406,9,10/25/2023,,,,
         010,1012295,11844256,15883268,O653863-01,CBP,CHEP BLOCK (MARK 55),6100210925,3,10/23/2023,,,,
         010,1012298,11844257,15883240,G182008-01,CBP,CHEP BLOCK (MARK 55),105683,3,10/23/2023,,,,
         010,1012294,11844258,15884393,26144580,CBP,CHEP BLOCK (MARK 55),6100367230,12,10/26/2023,,,,
         010,1012299,11844280,15884920,458288,CBP,CHEP BLOCK (MARK 55),6100104737,5,10/30/2023,,,,
         010,1012300,11844281,15884921,458288,CBP,CHEP BLOCK (MARK 55),,5,10/30/2023,,,,
         010,1012301,11844306,15883980,2176735E,CBP,CHEP BLOCK (MARK 55),6100403655,22,10/25/2023,,,,
         010,1012302,11844307,15884922,458287,CBP,CHEP BLOCK (MARK 55),6100104737,10,10/30/2023,,,,
         010,1012305,11844408,15884328,1529247332,CBP,CHEP BLOCK (MARK 55),6101017410,12,10/26/2023,,,,
         010,1012306,11844409,15884226,5235082462,CBP,CHEP BLOCK (MARK 55),488476,10,10/26/2023,,,,
         010,1012307,11844410,15884218,6329607173,CBP,CHEP BLOCK (MARK 55),381269,7,10/26/2023,,,,
         010,1012308,11844411,15884227,7179894533,CBP,CHEP BLOCK (MARK 55),6100537814,9,10/26/2023,,,,
         010,1012309,11844412,15884219,7530371602,CBP,CHEP BLOCK (MARK 55),1059366,8,10/26/2023,,,,
         010,1012311,11844419,15883377,208272,CBP,CHEP BLOCK (MARK 55),6100762810,1,10/23/2023,,,,
         010,1012317,11844507,15885312,10207,CBP,CHEP BLOCK (MARK 55),104032,6,10/31/2023,,,,
         010,1012318,11844509,15885313,73466,CBP,CHEP BLOCK (MARK 55),104032,15,10/31/2023,,,,
         010,1012320,11844568,15884883,905359,CBP,CHEP BLOCK (MARK 55),6100690577,19,10/30/2023,,,,
         010,1012323,11844652,15884456,466322,CBP,CHEP BLOCK (MARK 55),6100134492,19,10/26/2023,,,,
         010,1012326,11844677,15885245,466328,CBP,CHEP BLOCK (MARK 55),6100134492,19,10/31/2023,,,,
         010,1012330,11844728,15884479,152083,CBP,CHEP BLOCK (MARK 55),6100762641,9,10/26/2023,,,,
         010,1012321,11844809,15885652,466311,CBP,CHEP BLOCK (MARK 55),6100134492,2,10/31/2023,,,,
         010,1012296,11844825,15883241,G182008-01,CBP,CHEP BLOCK (MARK 55),105683,21,10/23/2023,,,,
         010,1012297,11844826,15883269,O653863-01,CBP,CHEP BLOCK (MARK 55),6100210925,24,10/23/2023,,,,
         010,1012303,11844827,15884509,41X300226,CBP,CHEP BLOCK (MARK 55),4000393638,1,10/26/2023,,,,
         010,1012304,11844828,15884510,41X300226,CBP,CHEP BLOCK (MARK 55),4000393638,22,10/26/2023,,,,
         010,1012327,11844850,15885659,82235,CBP,CHEP BLOCK (MARK 55),6100150071,22,10/31/2023,,,,
         010,1012322,11844853,15885653,466309,CBP,CHEP BLOCK (MARK 55),6100134492,19,10/31/2023,,,,
         010,1012340,11844988,15884188,319985,CBP,CHEP BLOCK (MARK 55),6100100580,19,10/26/2023,,,,
         010,1012341,11844989,15884946,320016,CBP,CHEP BLOCK (MARK 55),6100100580,17,10/30/2023,,,,
         010,1012344,11845075,15884432,2397588O,CBP,CHEP BLOCK (MARK 55),6100380055,21,10/26/2023,,,,
         010,1012345,11845076,15884395,2397756U,CBP,CHEP BLOCK (MARK 55),6100380572,9,10/26/2023,,,,
         010,1012348,11845096,15884009,K183128-01,CBP,CHEP BLOCK (MARK 55),2673125,4,10/25/2023,,,,
         010,1012355,11845167,15881583,L597618-03,CBP,CHEP BLOCK (MARK 55),2673136,17,10/16/2023,,,,
         010,1012356,11845168,15881584,L597618-03,CBP,CHEP BLOCK (MARK 55),2673037,4,10/16/2023,,,,
         010,1012359,11845177,15881556,L597618-01,CBP,CHEP BLOCK (MARK 55),2673037,1,10/16/2023,,,,
         010,1012360,11845179,15881557,L597618-01,CBP,CHEP BLOCK (MARK 55),2673136,27,10/16/2023,,,,
         010,1012361,11845181,15881413,L597618-05,CBP,CHEP BLOCK (MARK 55),2673037,20,10/16/2023,,,,
         010,1012362,11845182,15881900,L597618-07,CBP,CHEP BLOCK (MARK 55),2673037,21,10/17/2023,,,,
         010,1012363,11845187,15883779,L597652-05,CBP,CHEP BLOCK (MARK 55),2673037,20,10/24/2023,,,,
         010,1012364,11845189,15883432,L597652-01,CBP,CHEP BLOCK (MARK 55),2673037,1,10/23/2023,,,,
         010,1012365,11845193,15883433,L597652-01,CBP,CHEP BLOCK (MARK 55),2673136,27,10/23/2023,,,,
         010,1012366,11845198,15883702,L597652-03,CBP,CHEP BLOCK (MARK 55),2673037,5,10/24/2023,,,,
         010,1012367,11845203,15883703,L597652-03,CBP,CHEP BLOCK (MARK 55),2673136,16,10/24/2023,,,,
         010,1012347,11845346,15884010,K183128-01,CBP,CHEP BLOCK (MARK 55),2673126,21,10/25/2023,,,,
         010,1012383,11845538,15885581,VB5QE,CBP,CHEP BLOCK (MARK 55),,3,10/31/2023,,,,
         010,1012388,11845772,15883828,122837,CBP,CHEP BLOCK (MARK 55),4000139600,9,10/24/2023,,,,
         010,1012397,11845869,15885157,1652400,CBP,CHEP BLOCK (MARK 55),6100145426,11,10/30/2023,,,,
         010,1012405,11846007,15885582,VDXZE,CBP,CHEP BLOCK (MARK 55),,1,10/31/2023,,,,
         010,1012418,11846292,15885139,403799,CBP,CHEP BLOCK (MARK 55),6100118303,6,10/30/2023,,,,
         010,1012419,11846293,15885096,2901625Y,CBP,CHEP BLOCK (MARK 55),410219,19,10/30/2023,,,,
         010,1012349,11846307,15884565,41X302898,CBP,CHEP BLOCK (MARK 55),210934,17,10/26/2023,,,,
         010,1012421,11846309,15885051,868249-001,CBP,CHEP BLOCK (MARK 55),6100263814,11,10/30/2023,,,,
         010,1012350,11846310,15884556,41X302899,CBP,CHEP BLOCK (MARK 55),210934,23,10/26/2023,,,,
         010,1012351,11846311,15884383,41X302925,CBP,CHEP BLOCK (MARK 55),4000393638,2,10/26/2023,,,,
         010,1012352,11846312,15884566,41X302898,CBP,CHEP BLOCK (MARK 55),210934,4,10/26/2023,,,,
         010,1012353,11846313,15884384,41X302925,CBP,CHEP BLOCK (MARK 55),4000393638,22,10/26/2023,,,,
         010,1012354,11846314,15884469,41X302926,CBP,CHEP BLOCK (MARK 55),4000393638,22,10/26/2023,,,,
         010,1012408,11846318,15885621,41X306900,CBP,CHEP BLOCK (MARK 55),210934,21,10/31/2023,,,,
         010,1012417,11846322,15884931,458640,CBP,CHEP BLOCK (MARK 55),6100104737,20,10/30/2023,,,,
         010,1012422,11846323,15885211,866477,CBP,CHEP BLOCK (MARK 55),6100176687,21,10/30/2023,,,,
         010,1012423,11846338,15885340,2902936W,CBP,CHEP BLOCK (MARK 55),6100398493,21,10/31/2023,,,,
         010,1012412,11846445,15885024,5679793925,CBP,CHEP BLOCK (MARK 55),6101066697,10,10/30/2023,,,,
         010,1012414,11846447,15885152,4879864910,CBP,CHEP BLOCK (MARK 55),400000953,7,10/30/2023,,,,
         010,1012416,11846449,15885025,7280470903,CBP,CHEP BLOCK (MARK 55),634772,9,10/30/2023,,,,
         010,1012425,11846464,15884244,139184,CBP,CHEP BLOCK (MARK 55),6100190233,21,10/26/2023,,,,
         010,1012427,11846754,15885235,208009,CBP,CHEP BLOCK (MARK 55),4000252179,11,10/31/2023,,,,
         010,1012428,11846755,15885236,208010,CBP,CHEP BLOCK (MARK 55),4000252179,12,10/31/2023,,,,
         010,1012492,11846764,15885212,866478,CBP,CHEP BLOCK (MARK 55),6100176687,2,10/30/2023,,,,
         010,1012500,11847060,15885423,458795,CBP,CHEP BLOCK (MARK 55),6100104737,3,10/31/2023,,,,
         010,1012503,11847089,15885374,458792,CBP,CHEP BLOCK (MARK 55),6100104737,20,10/31/2023,,,,
         010,1012504,11847090,15885425,458796,CBP,CHEP BLOCK (MARK 55),6100104737,15,10/31/2023,,,,
         010,1012505,11847146,15885623,3280143071,CBP,CHEP BLOCK (MARK 55),6100634781,9,10/31/2023,,,,
         010,1012506,11847147,15885624,6434408127,CBP,CHEP BLOCK (MARK 55),4000120086,7,10/31/2023,,,,
         010,1012508,11847152,15885388,9180232147,CBP,CHEP BLOCK (MARK 55),6100792761,6,10/31/2023,,,,
         010,1012510,11847154,15885389,4079627562,CBP,CHEP BLOCK (MARK 55),6100529789,10,10/31/2023,,,,
         010,1012516,11847226,15885657,11371433,CBP,CHEP BLOCK (MARK 55),6100151418,21,10/31/2023,,,,
         010,1012517,11847315,15883589,105402,CBP,CHEP BLOCK (MARK 55),6100194471,3,10/24/2023,,,,
         010,1012519,11847349,15885476,62027887,CBP,CHEP BLOCK (MARK 55),6100104078,6,10/31/2023,,,,
         010,1012521,11847448,15884077,59356,CBP,CHEP BLOCK (MARK 55),121406,7,10/25/2023,,,,
         010,1012523,11847490,15885459,20050930,CBP,CHEP BLOCK (MARK 55),202756,18,10/31/2023,,,,
         010,1012524,11847491,15885460,20050930,CBP,CHEP BLOCK (MARK 55),202756,5,10/31/2023,,,,
         010,1012512,11847561,15885655,180524,CBP,CHEP BLOCK (MARK 55),6100311665,19,10/31/2023,,,,
         010,1012554,11847597,15885600,82389,CBP,CHEP BLOCK (MARK 55),6100150071,22,10/31/2023,,,,
         010,1012605,11848300,15883665,3005217,CBP,CHEP BLOCK (MARK 55),31563019,21,10/24/2023,,,,
         010,1012606,11848301,15883643,3005207,CBP,CHEP BLOCK (MARK 55),31563019,22,10/24/2023,,,,
         010,1012607,11848302,15883785,3005215,CBP,CHEP BLOCK (MARK 55),31563019,21,10/24/2023,,,,
         010,1012608,11848303,15883644,3005208,CBP,CHEP BLOCK (MARK 55),31563019,22,10/24/2023,,,,
         010,1012609,11848304,15883586,3005209,CBP,CHEP BLOCK (MARK 55),31563019,22,10/24/2023,,,,
         010,1012610,11848305,15885656,180525,CBP,CHEP BLOCK (MARK 55),6100311665,1,10/31/2023,,,,
         010,1012623,11848553,15884899,139192,CBP,CHEP BLOCK (MARK 55),6100190233,19,10/30/2023,,,,
         010,1012765,11850293,15883845,122857,CBP,CHEP BLOCK (MARK 55),4000139600,22,10/25/2023,,,,
         030,,9574890,,,CBP,CHEP BLOCK (MARK 55),,7,,10/3/2023,,,
         030,,9576371,,,CBP,CHEP BLOCK (MARK 55),,8,,10/10/2023,,,
         030,,9576819,,,CBP,CHEP BLOCK (MARK 55),,4,,10/4/2023,,,
         030,,9576821,,,CBP,CHEP BLOCK (MARK 55),,9,,10/4/2023,,,
         030,,9576842,,,CBP,CHEP BLOCK (MARK 55),,24,,10/2/2023,,,
         030,,9576843,,,CBP,CHEP BLOCK (MARK 55),,2,,10/2/2023,,,
         030,,9576844,,,CBP,CHEP BLOCK (MARK 55),,14,,10/4/2023,,,
         030,,9576845,,,CBP,CHEP BLOCK (MARK 55),,10,,10/5/2023,,,
         030,,9576846,,,CBP,CHEP BLOCK (MARK 55),,21,,10/6/2023,,,
         030,,9576847,,,CBP,CHEP BLOCK (MARK 55),,12,,10/11/2023,,,
         030,,9583070,,,CBP,CHEP BLOCK (MARK 55),,15,,10/13/2023,,,
         030,,9583183,,,CBP,CHEP BLOCK (MARK 55),,12,,10/5/2023,,,
         030,,9584243,,,CBP,CHEP BLOCK (MARK 55),,15,,10/9/2023,,,
         030,,9584244,,,CBP,CHEP BLOCK (MARK 55),,26,,10/9/2023,,,
         030,,9584245,,,CBP,CHEP BLOCK (MARK 55),,8,,10/10/2023,,,
         030,,9584246,,,CBP,CHEP BLOCK (MARK 55),,15,,10/23/2023,,,
         030,,9584247,,,CBP,CHEP BLOCK (MARK 55),,19,,10/27/2023,,,
         030,,9584248,,,CBP,CHEP BLOCK (MARK 55),,6,,10/24/2023,,,
         030,,9584252,,,CBP,CHEP BLOCK (MARK 55),,7,,10/30/2023,,,
         030,,9584310,,,CBP,CHEP BLOCK (MARK 55),,12,,10/16/2023,,,
         030,,9584311,,,CBP,CHEP BLOCK (MARK 55),,19,,10/31/2023,,,
         030,,9584313,,,CBP,CHEP BLOCK (MARK 55),,1,,10/19/2023,,,
         030,,9584314,,,CBP,CHEP BLOCK (MARK 55),,8,,10/20/2023,,,
         030,,9586228,,,CBP,CHEP BLOCK (MARK 55),,9,,10/12/2023,,,
         030,,9586654,,,CBP,CHEP BLOCK (MARK 55),,5,,10/20/2023,,,
         030,,9586655,,,CBP,CHEP BLOCK (MARK 55),,10,,10/20/2023,,,
         030,,9586657,,,CBP,CHEP BLOCK (MARK 55),,20,,10/26/2023,,,
         030,,9586660,,,CBP,CHEP BLOCK (MARK 55),,10,,10/16/2023,,,
         030,,9586661,,,CBP,CHEP BLOCK (MARK 55),,10,,10/18/2023,,,
         030,,9586662,,,CBP,CHEP BLOCK (MARK 55),,1,,10/20/2023,,,
         030,,9586663,,,CBP,CHEP BLOCK (MARK 55),,6,,10/19/2023,,,
         030,,9586664,,,CBP,CHEP BLOCK (MARK 55),,13,,10/25/2023,,,
         030,,9586665,,,CBP,CHEP BLOCK (MARK 55),,3,,10/27/2023,,,
         030,,9586666,,,CBP,CHEP BLOCK (MARK 55),,16,,10/27/2023,,,
         030,3055204,11827451,15881085,46458662,CBP,CHEP BLOCK (MARK 55),4000471327,1,10/13/2023,,,,
         030,3055219,11827800,15878241,122565,CBP,CHEP BLOCK (MARK 55),4000139600,11,10/3/2023,,,,
         030,3055220,11827804,15877624,122566,CBP,CHEP BLOCK (MARK 55),4000139600,16,10/2/2023,,,,
         030,3055295,11829671,15878016,71797C03,CBP,CHEP BLOCK (MARK 55),6100404011,14,10/3/2023,,,,
         030,3055296,11829672,15878017,71797C03,CBP,CHEP BLOCK (MARK 55),6100404011,2,10/3/2023,,,,
         030,3055308,11830099,15877762,6478604Q,CBP,CHEP BLOCK (MARK 55),398643,12,10/2/2023,,,,
         030,3055309,11830100,15877763,6478604Q,CBP,CHEP BLOCK (MARK 55),398643,4,10/2/2023,,,,
         030,3055310,11830101,15877764,6478739A,CBP,CHEP BLOCK (MARK 55),398643,1,10/2/2023,,,,
         030,3055311,11830102,15877765,6478739A,CBP,CHEP BLOCK (MARK 55),398643,3,10/2/2023,,,,
         030,3055318,11830536,15876608,30081860,CBP,CHEP BLOCK (MARK 55),6100325188,2,10/2/2023,,,,
         030,3055332,11830812,15878164,71880C03,CBP,CHEP BLOCK (MARK 55),6100404011,1,10/3/2023,,,,
         030,3055331,11830843,15878166,71880C03,CBP,CHEP BLOCK (MARK 55),6100404011,13,10/3/2023,,,,
         030,3055345,11831409,15877646,1710914185,CBP,CHEP BLOCK (MARK 55),5000810117,10,10/2/2023,,,,
         030,3055344,11831410,15877648,1710914184,CBP,CHEP BLOCK (MARK 55),5000810117,1,10/2/2023,,,,
         030,3055347,11831411,15878004,22960280,CBP,CHEP BLOCK (MARK 55),6100288646,3,10/3/2023,,,,
         030,3055346,11831418,15878006,22960280,CBP,CHEP BLOCK (MARK 55),6100288646,2,10/3/2023,,,,
         030,3055349,11831420,15878007,22960270,CBP,CHEP BLOCK (MARK 55),6100288646,1,10/3/2023,,,,
         030,3055334,11831452,15877723,24459204,CBP,CHEP BLOCK (MARK 55),6100110882,19,10/2/2023,,,,
         030,3055362,11831804,15877591,1914340,CBP,CHEP BLOCK (MARK 55),6100325213,1,10/2/2023,,,,
         030,3055359,11832011,15877592,1914340,CBP,CHEP BLOCK (MARK 55),6100325213,2,10/2/2023,,,,
         030,3055361,11832013,15877593,1914320,CBP,CHEP BLOCK (MARK 55),6100325213,15,10/2/2023,,,,
         030,3055363,11832018,15877801,46459642,CBP,CHEP BLOCK (MARK 55),4000471327,10,10/2/2023,,,,
         030,3055364,11832020,15877802,46459643,CBP,CHEP BLOCK (MARK 55),4000471327,4,10/2/2023,,,,
         030,3055367,11832146,15878533,46459693,CBP,CHEP BLOCK (MARK 55),4000471327,19,10/4/2023,,,,
         030,3055365,11832147,15878113,46459691,CBP,CHEP BLOCK (MARK 55),4000471327,19,10/3/2023,,,,
         030,3055366,11832226,15877789,46459692,CBP,CHEP BLOCK (MARK 55),4000471327,19,10/2/2023,,,,
         030,3055369,11832250,15877793,7160499P,CBP,CHEP BLOCK (MARK 55),4000202522,16,10/2/2023,,,,
         030,3055370,11832252,15878258,7160519P,CBP,CHEP BLOCK (MARK 55),4000202522,16,10/3/2023,,,,
         030,3055368,11832253,15877825,7160459P,CBP,CHEP BLOCK (MARK 55),4000202522,16,10/2/2023,,,,
         030,3055376,11832311,15877632,25478410,CBP,CHEP BLOCK (MARK 55),6100325151,19,10/2/2023,,,,
