R55CHEPSUM,,CHEP Summarization Report,,,,11/13/2023,12:24:44,,,,,,
VF075001,,,,,,Page -,1,,,,,,
,,,,,,,,,,,,,.
,,,,,,,Customer CHEP,,,,,,
Branch Plant,Legacy Order Number,JDE Order Number,JDE BOL#,Customer PO#,Pallet Type,Description,Number,Number Of Pallets,Actual Ship Date,Receipt Date,,,
         043,4358267,11834166,15878516,4510560187,CBP,CHEP BLOCK (MARK 55),4000282740,17,10/4/2023,,,,
         043,4358224,11834218,15878374,284700,CBP,CHEP BLOCK (MARK 55),4000319051,13,10/4/2023,,,,
         043,4358293,11834250,15878542,7795026G,CBP,CHEP BLOCK (MARK 55),6100348476,11,10/4/2023,,,,
         043,4358292,11834269,15878543,7795026G,CBP,CHEP BLOCK (MARK 55),6100348476,17,10/4/2023,,,,
         043,4358296,11834353,15878274,208108,CBP,CHEP BLOCK (MARK 55),6100762810,11,10/3/2023,,,,
         043,4358297,11834354,15878128,208109,CBP,CHEP BLOCK (MARK 55),6100762810,17,10/3/2023,,,,
         043,4358298,11834358,15879717,208110,CBP,CHEP BLOCK (MARK 55),6100762810,2,10/9/2023,,,,
         043,4358299,11834359,15878483,208111,CBP,CHEP BLOCK (MARK 55),6100762810,2,10/4/2023,,,,
         043,4358301,11834362,15879184,208113,CBP,CHEP BLOCK (MARK 55),6100762810,2,10/6/2023,,,,
         043,4358308,11834457,15877925,152020,CBP,CHEP BLOCK (MARK 55),6100762641,2,10/3/2023,,,,
         043,4358309,11834459,15878653,152021,CBP,CHEP BLOCK (MARK 55),6100762641,14,10/4/2023,,,,
         043,4358312,11834463,15880131,152024,CBP,CHEP BLOCK (MARK 55),6100762641,2,10/10/2023,,,,
         043,4358313,11834465,15880510,152025,CBP,CHEP BLOCK (MARK 55),6100762641,10,10/11/2023,,,,
         043,4358316,11834487,15879652,81408,CBP,CHEP BLOCK (MARK 55),4000445826,1,10/9/2023,,,,
         043,4358315,11834494,15879475,81410,CBP,CHEP BLOCK (MARK 55),4000445826,4,10/9/2023,,,,
         043,4358318,11834498,15879633,81411,CBP,CHEP BLOCK (MARK 55),4000445826,1,10/9/2023,,,,
         043,4358319,11834503,15880134,81412,CBP,CHEP BLOCK (MARK 55),4000445826,10,10/10/2023,,,,
         043,4358320,11834507,15880677,81413,CBP,CHEP BLOCK (MARK 55),4000445826,14,10/12/2023,,,,
         043,4358322,11834546,15879706,20091336,CBP,CHEP BLOCK (MARK 55),202756,14,10/9/2023,,,,
         043,4358323,11834550,15880540,81414,CBP,CHEP BLOCK (MARK 55),4000445826,11,10/11/2023,,,,
         043,4358324,11834551,15880542,81415,CBP,CHEP BLOCK (MARK 55),4000445826,2,10/11/2023,,,,
         043,4358288,11834644,15885251,4505666582,CBP,CHEP BLOCK (MARK 55),4000342563,23,10/31/2023,,,,
         043,4358333,11834814,15879026,58544050,CBP,CHEP BLOCK (MARK 55),6100364876,9,10/5/2023,,,,
         043,4358334,11834815,15879027,58544050,CBP,CHEP BLOCK (MARK 55),6100364876,3,10/5/2023,,,,
         043,4358337,11834837,15878639,7975455Y,CBP,CHEP BLOCK (MARK 55),410219,5,10/5/2023,,,,
         043,4358338,11834873,15878970,24849120,CBP,CHEP BLOCK (MARK 55),6100399599,5,10/5/2023,,,,
         043,4358339,11834874,15878971,24849120,CBP,CHEP BLOCK (MARK 55),6100399599,10,10/5/2023,,,,
         043,4358345,11834924,15878827,7986008S,CBP,CHEP BLOCK (MARK 55),6100398536,1,10/5/2023,,,,
         043,4358347,11834934,15878828,7986008S,CBP,CHEP BLOCK (MARK 55),6100398536,23,10/5/2023,,,,
         043,4358346,11834935,15878829,7986018S,CBP,CHEP BLOCK (MARK 55),6100398536,3,10/5/2023,,,,
         043,4358350,11835025,15879830,851514-001,CBP,CHEP BLOCK (MARK 55),6100263814,9,10/10/2023,,,,
         043,4358351,11835061,15878720,8065545Y,CBP,CHEP BLOCK (MARK 55),410219,24,10/5/2023,,,,
         043,4358352,11835091,15880159,82784C31,CBP,CHEP BLOCK (MARK 55),40062376,1,10/10/2023,,,,
         043,4358353,11835092,15880160,82784C31,CBP,CHEP BLOCK (MARK 55),6100566863,4,10/10/2023,,,,
         043,4358354,11835093,15880161,82784C31,CBP,CHEP BLOCK (MARK 55),6100566863,4,10/10/2023,,,,
         043,4358358,11835139,15877597,105372,CBP,CHEP BLOCK (MARK 55),6100194471,2,10/13/2023,,,,
         043,4358371,11835240,15877465,22736,CBP,CHEP BLOCK (MARK 55),4000284117,1,10/1/2023,,,,
         043,4358372,11835241,15877464,22737,CBP,CHEP BLOCK (MARK 55),4000284117,1,10/1/2023,,,,
         043,4358373,11835251,15879520,8159765Z,CBP,CHEP BLOCK (MARK 55),403664,16,10/9/2023,,,,
         043,4358378,11835385,15880456,8187806H,CBP,CHEP BLOCK (MARK 55),349046,1,10/11/2023,,,,
         043,4358377,11835390,15880457,8187796H,CBP,CHEP BLOCK (MARK 55),349046,12,10/11/2023,,,,
         043,4358391,11835519,15879501,208139,CBP,CHEP BLOCK (MARK 55),6100762810,14,10/9/2023,,,,
         043,4358393,11835590,15879406,8247249D,CBP,CHEP BLOCK (MARK 55),398251,29,10/9/2023,,,,
         043,4358405,11835699,15879635,239372,CBP,CHEP BLOCK (MARK 55),184419,20,10/9/2023,,,,
         043,4358382,11835717,15877456,4158590,CBP,CHEP BLOCK (MARK 55),4000579418,6,10/2/2023,,,,
         043,4358383,11835718,15877866,4158600,CBP,CHEP BLOCK (MARK 55),4000579418,6,10/3/2023,,,,
         043,4358384,11835720,15878281,9864040,CBP,CHEP BLOCK (MARK 55),4000579419,2,10/3/2023,,,,
         043,4358385,11835721,15878347,9864070,CBP,CHEP BLOCK (MARK 55),4000579419,3,10/4/2023,,,,
         043,4358403,11835788,15879636,239371,CBP,CHEP BLOCK (MARK 55),184419,8,10/9/2023,,,,
         043,4358406,11835862,15879692,4510568962,CBP,CHEP BLOCK (MARK 55),4000282740,12,10/10/2023,,,,
         043,4358407,11835863,15879693,4510568962,CBP,CHEP BLOCK (MARK 55),4000282740,17,10/10/2023,,,,
         043,4358410,11835889,15879431,46416,CBP,CHEP BLOCK (MARK 55),104032,5,10/9/2023,,,,
         043,4358415,11836068,15879358,887292,CBP,CHEP BLOCK (MARK 55),248324,13,10/9/2023,,,,
         043,4358411,11836078,15879432,50372,CBP,CHEP BLOCK (MARK 55),104032,4,10/9/2023,,,,
         043,4358431,11836140,15878083,22749,CBP,CHEP BLOCK (MARK 55),4000284117,1,10/4/2023,,,,
         043,4358443,11836157,15880659,22761,CBP,CHEP BLOCK (MARK 55),4000284117,2,10/12/2023,,,,
         043,4358447,11836164,15880284,680257,CBP,CHEP BLOCK (MARK 55),105889,3,10/11/2023,,,,
         043,4358420,11836203,15880285,680258,CBP,CHEP BLOCK (MARK 55),105889,3,10/11/2023,,,,
         043,4358451,11836221,15881251,8568358O,CBP,CHEP BLOCK (MARK 55),6100380055,11,10/16/2023,,,,
         043,4358453,11836247,15879854,208149,CBP,CHEP BLOCK (MARK 55),6100762810,1,10/10/2023,,,,
         043,4358452,11836319,15881252,8568358O,CBP,CHEP BLOCK (MARK 55),6100380055,16,10/16/2023,,,,
         043,4358448,11836444,15878259,4160410,CBP,CHEP BLOCK (MARK 55),4000579418,6,10/4/2023,,,,
         043,4358471,11836445,15878289,105375,CBP,CHEP BLOCK (MARK 55),6100194471,4,10/4/2023,,,,
         043,4358473,11836447,15878260,4160410,CBP,CHEP BLOCK (MARK 55),4000579418,11,10/4/2023,,,,
         043,4358472,11836449,15879355,105376,CBP,CHEP BLOCK (MARK 55),6100194471,12,10/9/2023,,,,
         043,4358455,11836450,15878661,9867140,CBP,CHEP BLOCK (MARK 55),4000579419,1,10/4/2023,,,,
         043,4358456,11836451,15878662,9867140,CBP,CHEP BLOCK (MARK 55),4000579419,14,10/4/2023,,,,
         043,4358461,11836519,15882200,82891C31,CBP,CHEP BLOCK (MARK 55),6100566863,5,10/18/2023,,,,
         043,4358463,11836526,15882201,82891C31,CBP,CHEP BLOCK (MARK 55),6100566863,3,10/18/2023,,,,
         043,4358482,11836600,15878320,22767,CBP,CHEP BLOCK (MARK 55),4000284117,25,10/4/2023,,,,
         043,4358485,11836666,15881374,22071680,CBP,CHEP BLOCK (MARK 55),6100346487,2,10/16/2023,,,,
         043,4358488,11836668,15881376,22071450,CBP,CHEP BLOCK (MARK 55),6100346487,1,10/16/2023,,,,
         043,4358489,11836669,15881377,22075010,CBP,CHEP BLOCK (MARK 55),6100346487,1,10/16/2023,,,,
         043,4358490,11836709,15880189,4510572138,CBP,CHEP BLOCK (MARK 55),4000190851,4,10/10/2023,,,,
         043,4358491,11836710,15880190,4510572138,CBP,CHEP BLOCK (MARK 55),4000190851,20,10/10/2023,,,,
         043,4358494,11836757,15879715,8707975Y,CBP,CHEP BLOCK (MARK 55),410219,6,10/10/2023,,,,
         043,4358493,11836782,15879716,8707975Y,CBP,CHEP BLOCK (MARK 55),410219,12,10/10/2023,,,,
         043,4358486,11836809,15881378,22071680,CBP,CHEP BLOCK (MARK 55),6100346487,9,10/16/2023,,,,
         043,4358495,11836889,15879835,8709995I,CBP,CHEP BLOCK (MARK 55),6100402004,24,10/10/2023,,,,
         043,4358502,11836927,15879887,8748688S,CBP,CHEP BLOCK (MARK 55),6100398536,20,10/10/2023,,,,
         043,4358501,11836941,15879888,8748708S,CBP,CHEP BLOCK (MARK 55),6100398536,5,10/10/2023,,,,
         043,4358505,11837039,15879669,1887,CBP,CHEP BLOCK (MARK 55),3000063451,1,10/10/2023,,,,
         043,4358512,11837128,15882585,28513C27,CBP,CHEP BLOCK (MARK 55),6100566854,1,10/19/2023,,,,
         043,4358508,11837192,15882799,4505659459,CBP,CHEP BLOCK (MARK 55),4000342563,23,10/20/2023,,,,
         043,4358524,11837256,15881997,81597,CBP,CHEP BLOCK (MARK 55),4000445826,1,10/17/2023,,,,
         043,4358525,11837264,15881350,81598,CBP,CHEP BLOCK (MARK 55),4000445826,23,10/16/2023,,,,
         043,4358545,11837511,15880610,4510575211,CBP,CHEP BLOCK (MARK 55),4000282740,9,10/12/2023,,,,
         043,4358546,11837512,15880611,4510575211,CBP,CHEP BLOCK (MARK 55),4000282740,18,10/12/2023,,,,
         043,4358543,11837513,15881623,33764170,CBP,CHEP BLOCK (MARK 55),,15,10/17/2023,,,,
         043,4358544,11837514,15881624,33764170,CBP,CHEP BLOCK (MARK 55),40030089,2,10/17/2023,,,,
         043,4358513,11837595,15880166,72692,CBP,CHEP BLOCK (MARK 55),4000057495,26,10/10/2023,,,,
         043,4358555,11837684,15882477,8950735E,CBP,CHEP BLOCK (MARK 55),6100403655,24,10/19/2023,,,,
         043,4358554,11837686,15882478,8950735E,CBP,CHEP BLOCK (MARK 55),6100403655,1,10/19/2023,,,,
         043,4358557,11837700,15883325,457578,CBP,CHEP BLOCK (MARK 55),6100134492,26,10/23/2023,,,,
         043,4358558,11837705,15877997,72152,CBP,CHEP BLOCK (MARK 55),4000057495,28,10/4/2023,,,,
         043,4358549,11837772,15880648,46710,CBP,CHEP BLOCK (MARK 55),33107108,6,10/12/2023,,,,
         043,4358567,11837896,15880276,9017595Y,CBP,CHEP BLOCK (MARK 55),410219,23,10/11/2023,,,,
         043,4358563,11838048,15879200,9870630,CBP,CHEP BLOCK (MARK 55),4000579419,2,10/6/2023,,,,
         043,4358564,11838049,15879201,9870630,CBP,CHEP BLOCK (MARK 55),4000579419,11,10/6/2023,,,,
         043,4358586,11838281,15880741,9147578S,CBP,CHEP BLOCK (MARK 55),6100398536,1,10/12/2023,,,,
         043,4358588,11838282,15880742,9147578S,CBP,CHEP BLOCK (MARK 55),6100398536,19,10/12/2023,,,,
         043,4358587,11838284,15880743,9147598S,CBP,CHEP BLOCK (MARK 55),6100398536,5,10/12/2023,,,,
         043,4358591,11838327,15882391,22775,CBP,CHEP BLOCK (MARK 55),4000284117,1,10/18/2023,,,,
         043,4358592,11838328,15882030,22776,CBP,CHEP BLOCK (MARK 55),4000284117,1,10/17/2023,,,,
         043,4358601,11838355,15880852,58563740,CBP,CHEP BLOCK (MARK 55),6100364876,1,10/12/2023,,,,
         043,4358607,11838364,15882769,22786,CBP,CHEP BLOCK (MARK 55),4000284117,4,10/19/2023,,,,
         043,4358608,11838365,15882356,22787,CBP,CHEP BLOCK (MARK 55),4000284117,2,10/18/2023,,,,
         043,4358609,11838367,15878450,22788,CBP,CHEP BLOCK (MARK 55),4000284117,7,10/4/2023,,,,
         043,4358610,11838368,15879374,22789,CBP,CHEP BLOCK (MARK 55),4000284117,1,10/9/2023,,,,
         043,4358602,11838396,15880854,58563750,CBP,CHEP BLOCK (MARK 55),6100364876,6,10/12/2023,,,,
         043,4358603,11838397,15880855,58563750,CBP,CHEP BLOCK (MARK 55),6100364876,2,10/12/2023,,,,
         043,4358618,11838418,15881565,208187,CBP,CHEP BLOCK (MARK 55),6100762810,10,10/16/2023,,,,
         043,4358617,11838431,15880824,856680-001,CBP,CHEP BLOCK (MARK 55),6100263814,4,10/12/2023,,,,
         043,4358622,11838474,15882656,83079C31,CBP,CHEP BLOCK (MARK 55),6100566863,9,10/19/2023,,,,
         043,4358623,11838475,15882657,83079C31,CBP,CHEP BLOCK (MARK 55),6100566863,2,10/19/2023,,,,
         043,4358624,11838476,15882658,83079C31,CBP,CHEP BLOCK (MARK 55),40062376,1,10/19/2023,,,,
         043,4358625,11838481,15877466,22796,CBP,CHEP BLOCK (MARK 55),4000284117,12,10/2/2023,,,,
         043,4358605,11838623,15878777,4162850,CBP,CHEP BLOCK (MARK 55),4000579418,16,10/6/2023,,,,
         043,4358628,11838625,15878778,4162850,CBP,CHEP BLOCK (MARK 55),4000579418,2,10/6/2023,,,,
         043,4358630,11838784,15879351,4163650,CBP,CHEP BLOCK (MARK 55),4000579418,1,10/9/2023,,,,
         043,4358629,11838787,15879683,4163660,CBP,CHEP BLOCK (MARK 55),4000579418,13,10/10/2023,,,,
         043,4358631,11838796,15881903,A09292336,CBP,CHEP BLOCK (MARK 55),34987002,13,10/17/2023,,,,
         043,4358637,11838990,15880439,208196,CBP,CHEP BLOCK (MARK 55),6100762810,9,10/11/2023,,,,
         043,4358639,11838993,15881047,208198,CBP,CHEP BLOCK (MARK 55),6100762810,9,10/13/2023,,,,
         043,4358655,11839125,15880225,9873280,CBP,CHEP BLOCK (MARK 55),4000579419,3,10/11/2023,,,,
         043,4358634,11839127,15880274,9873250,CBP,CHEP BLOCK (MARK 55),4000579419,1,10/11/2023,,,,
         043,4358670,11839179,15880931,122691,CBP,CHEP BLOCK (MARK 55),4000139600,1,10/12/2023,,,,
         043,4358671,11839312,15882028,18449940,CBP,CHEP BLOCK (MARK 55),6100598124,13,10/18/2023,,,,
         043,4358672,11839315,15882029,18449940,CBP,CHEP BLOCK (MARK 55),6100598124,1,10/18/2023,,,,
         043,4358678,11839368,15881771,9631573W,CBP,CHEP BLOCK (MARK 55),384756,20,10/17/2023,,,,
         043,4358679,11839369,15881277,9632939D,CBP,CHEP BLOCK (MARK 55),398251,30,10/16/2023,,,,
         043,4358680,11839370,15881610,9633088N,CBP,CHEP BLOCK (MARK 55),398420,23,10/17/2023,,,,
         043,4358682,11839371,15882079,680752,CBP,CHEP BLOCK (MARK 55),105889,3,10/18/2023,,,,
         043,4358677,11839385,15881757,9631593W,CBP,CHEP BLOCK (MARK 55),384756,26,10/17/2023,,,,
         043,4358676,11839386,15881772,9631583W,CBP,CHEP BLOCK (MARK 55),384756,4,10/17/2023,,,,
         043,4358685,11839421,15883710,9643285E,CBP,CHEP BLOCK (MARK 55),6100403655,6,10/24/2023,,,,
         043,4358686,11839422,15883711,9643295E,CBP,CHEP BLOCK (MARK 55),6100403655,2,10/24/2023,,,,
         043,4358687,11839423,15880649,4165370,CBP,CHEP BLOCK (MARK 55),4000579418,4,10/12/2023,,,,
         043,4358688,11839424,15880650,4165370,CBP,CHEP BLOCK (MARK 55),4000579418,11,10/12/2023,,,,
         043,4358689,11839478,15881294,9656836U,CBP,CHEP BLOCK (MARK 55),6100380572,22,10/16/2023,,,,
         043,4358690,11839507,15881222,9659125Y,CBP,CHEP BLOCK (MARK 55),410219,22,10/20/2023,,,,
         043,4358683,11839537,15883712,9643295E,CBP,CHEP BLOCK (MARK 55),6100403655,19,10/24/2023,,,,
         043,4358684,11839538,15883713,9643305E,CBP,CHEP BLOCK (MARK 55),6100403655,1,10/24/2023,,,,
         043,4358692,11839541,15880398,9875350,CBP,CHEP BLOCK (MARK 55),4000579419,14,10/11/2023,,,,
         043,4358681,11839679,15882080,680753,CBP,CHEP BLOCK (MARK 55),105889,2,10/18/2023,,,,
         043,4358702,11839781,15883336,83170C31,CBP,CHEP BLOCK (MARK 55),6100566863,10,10/23/2023,,,,
         043,4358703,11839782,15883337,83170C31,CBP,CHEP BLOCK (MARK 55),6100566863,2,10/23/2023,,,,
         043,4358707,11839865,15881032,152069,CBP,CHEP BLOCK (MARK 55),6100762641,4,10/13/2023,,,,
         043,4358709,11839866,15882211,152070,CBP,CHEP BLOCK (MARK 55),6100762641,11,10/18/2023,,,,
         043,4358691,11839896,15880399,9875350,CBP,CHEP BLOCK (MARK 55),4000579419,3,10/11/2023,,,,
         043,4358712,11839903,15881546,82006,CBP,CHEP BLOCK (MARK 55),6100150071,1,10/16/2023,,,,
         043,4358711,11839920,15882138,285518,CBP,CHEP BLOCK (MARK 55),4000319051,13,10/18/2023,,,,
         043,4358723,11840058,15883343,122710,CBP,CHEP BLOCK (MARK 55),4000139600,1,10/23/2023,,,,
         043,4358724,11840059,15884374,122711,CBP,CHEP BLOCK (MARK 55),4000139600,12,10/26/2023,,,,
         043,4358728,11840124,15881641,9845765Y,CBP,CHEP BLOCK (MARK 55),410219,11,10/17/2023,,,,
         043,4358729,11840125,15881642,9845765Y,CBP,CHEP BLOCK (MARK 55),410219,7,10/17/2023,,,,
         043,4358739,11840325,15881718,9881485I,CBP,CHEP BLOCK (MARK 55),6100402004,24,10/17/2023,,,,
         043,4358741,11840339,15881829,9885858S,CBP,CHEP BLOCK (MARK 55),6100398536,4,10/17/2023,,,,
         043,4358742,11840340,15881830,9885848S,CBP,CHEP BLOCK (MARK 55),6100398536,20,10/17/2023,,,,
         043,4358736,11840351,15881737,4510588557,CBP,CHEP BLOCK (MARK 55),4000190851,2,10/17/2023,,,,
         043,4358737,11840353,15881738,4510588557,CBP,CHEP BLOCK (MARK 55),4000190851,5,10/17/2023,,,,
         043,4358738,11840356,15881739,4510588557,CBP,CHEP BLOCK (MARK 55),4000190851,14,10/17/2023,,,,
         043,4358740,11840363,15882838,903311,CBP,CHEP BLOCK (MARK 55),4000252179,6,10/20/2023,,,,
         043,4358744,11840398,15881907,208217,CBP,CHEP BLOCK (MARK 55),6100762810,7,10/17/2023,,,,
         043,4358745,11840400,15881807,208218,CBP,CHEP BLOCK (MARK 55),6100762810,3,10/17/2023,,,,
         043,4358751,11840446,15878718,22802,CBP,CHEP BLOCK (MARK 55),4000284117,3,10/5/2023,,,,
         043,4358750,11840447,15882830,2023-05475,CBP,CHEP BLOCK (MARK 55),4000153227,1,10/20/2023,,,,
         043,4358753,11840449,15882831,2023-05475,CBP,CHEP BLOCK (MARK 55),4000153227,4,10/20/2023,,,,
         043,4358754,11840453,15882832,2023-05475,CBP,CHEP BLOCK (MARK 55),4000153227,2,10/20/2023,,,,
         043,4358756,11840458,15878730,22805,CBP,CHEP BLOCK (MARK 55),4000284117,1,10/5/2023,,,,
         043,4358714,11840573,15881547,82007,CBP,CHEP BLOCK (MARK 55),6100150071,21,10/16/2023,,,,
         043,4358713,11840574,15881548,82008,CBP,CHEP BLOCK (MARK 55),6100150071,9,10/16/2023,,,,
         043,4358766,11840630,15882016,1000103V,CBP,CHEP BLOCK (MARK 55),6100381562,27,10/17/2023,,,,
         043,4358765,11840634,15882017,1000103V,CBP,CHEP BLOCK (MARK 55),6100381562,1,10/17/2023,,,,
         043,4358768,11840769,15882318,4510591102,CBP,CHEP BLOCK (MARK 55),4000282740,8,10/19/2023,,,,
         043,4358769,11840770,15882319,4510591102,CBP,CHEP BLOCK (MARK 55),4000282740,20,10/19/2023,,,,
         043,4358771,11840782,15882218,1058575Z,CBP,CHEP BLOCK (MARK 55),403664,18,10/18/2023,,,,
         043,4358774,11840858,15884266,1078975E,CBP,CHEP BLOCK (MARK 55),6100403655,24,10/26/2023,,,,
         043,4358773,11840884,15884267,1078975E,CBP,CHEP BLOCK (MARK 55),6100403655,2,10/26/2023,,,,
         043,4358778,11840954,15882366,33814390,CBP,CHEP BLOCK (MARK 55),40030089,9,10/18/2023,,,,
         043,4358800,11841308,15882355,81875,CBP,CHEP BLOCK (MARK 55),4000445826,2,10/18/2023,,,,
         043,4358798,11841309,15882437,81876,CBP,CHEP BLOCK (MARK 55),4000445826,1,10/19/2023,,,,
         043,4358801,11841314,15882222,81877,CBP,CHEP BLOCK (MARK 55),4000445826,11,10/18/2023,,,,
         043,4358802,11841321,15881275,105391,CBP,CHEP BLOCK (MARK 55),6100194471,14,10/16/2023,,,,
         043,4358803,11841323,15883228,105392,CBP,CHEP BLOCK (MARK 55),6100194471,7,10/23/2023,,,,
         043,4358813,11841562,15882560,1266188S,CBP,CHEP BLOCK (MARK 55),6100398536,4,10/19/2023,,,,
         043,4358814,11841563,15882561,1266178S,CBP,CHEP BLOCK (MARK 55),6100398536,22,10/19/2023,,,,
         043,4358815,11841564,15882720,1271925Z,CBP,CHEP BLOCK (MARK 55),403664,37,10/19/2023,,,,
         043,4358819,11841722,15882645,861309-001,CBP,CHEP BLOCK (MARK 55),6100263814,8,10/19/2023,,,,
         043,4358822,11841747,15883289,81911,CBP,CHEP BLOCK (MARK 55),4000445826,14,10/23/2023,,,,
         043,4358823,11841750,15883666,81912,CBP,CHEP BLOCK (MARK 55),4000445826,6,10/24/2023,,,,
         043,4358824,11841758,15883762,81913,CBP,CHEP BLOCK (MARK 55),4000445826,2,10/24/2023,,,,
         043,4358825,11841760,15883814,81914,CBP,CHEP BLOCK (MARK 55),4000445826,1,10/25/2023,,,,
         043,4358826,11841761,15882176,208233,CBP,CHEP BLOCK (MARK 55),6100762810,1,10/18/2023,,,,
         043,4358827,11841763,15884100,81915,CBP,CHEP BLOCK (MARK 55),4000445826,1,10/25/2023,,,,
         043,4358841,11842099,15882425,69787,CBP,CHEP BLOCK (MARK 55),6100103925,38,10/19/2023,,,,
         043,4358854,11842262,15884282,1464436B,CBP,CHEP BLOCK (MARK 55),442676,4,10/30/2023,,,,
         043,4358852,11842282,15883424,45334724000,CBP,CHEP BLOCK (MARK 55),4000202039,22,10/24/2023,,,,
         043,4358818,11842649,15880847,4167730,CBP,CHEP BLOCK (MARK 55),4000579418,2,10/13/2023,,,,
         043,4358896,11842650,15880848,4167730,CBP,CHEP BLOCK (MARK 55),4000579418,16,10/13/2023,,,,
         043,4358859,11842651,15881662,4168500,CBP,CHEP BLOCK (MARK 55),4000579418,7,10/17/2023,,,,
         043,4358860,11842652,15881210,4168510,CBP,CHEP BLOCK (MARK 55),4000579418,5,10/16/2023,,,,
         043,4358861,11842653,15881994,9882120,CBP,CHEP BLOCK (MARK 55),4000579419,1,10/17/2023,,,,
         043,4358901,11842803,15885609,1734335E,CBP,CHEP BLOCK (MARK 55),6100403655,2,10/31/2023,,,,
         043,4358903,11842804,15885610,1734335E,CBP,CHEP BLOCK (MARK 55),6100403655,1,10/31/2023,,,,
         043,4358904,11842805,15885611,1734345E,CBP,CHEP BLOCK (MARK 55),6100403655,8,10/31/2023,,,,
         043,4358902,11842882,15885612,1734345E,CBP,CHEP BLOCK (MARK 55),6100403655,18,10/31/2023,,,,
         043,4358906,11842884,15883221,1751965Z,CBP,CHEP BLOCK (MARK 55),403664,16,10/23/2023,,,,
         043,4358908,11842906,15883504,1758903W,CBP,CHEP BLOCK (MARK 55),384756,12,10/24/2023,,,,
         043,4358907,11842919,15883505,1758923W,CBP,CHEP BLOCK (MARK 55),384756,13,10/24/2023,,,,
         043,4358911,11842925,15882405,4170020,CBP,CHEP BLOCK (MARK 55),4000579418,14,10/19/2023,,,,
         043,4358910,11842950,15883871,681205,CBP,CHEP BLOCK (MARK 55),105889,6,10/30/2023,,,,
         043,4358913,11842951,15883872,681204,CBP,CHEP BLOCK (MARK 55),105889,6,10/30/2023,,,,
         043,4358914,11842964,15883375,1777655Z,CBP,CHEP BLOCK (MARK 55),403664,17,10/24/2023,,,,
         043,4358915,11842965,15883376,1777655Z,CBP,CHEP BLOCK (MARK 55),403664,8,10/24/2023,,,,
         043,4358916,11842966,15883136,1777689D,CBP,CHEP BLOCK (MARK 55),398251,37,10/23/2023,,,,
         043,4358919,11843013,15885263,1793388O,CBP,CHEP BLOCK (MARK 55),6100380055,28,10/31/2023,,,,
         043,4358924,11843030,15884849,1797868O,CBP,CHEP BLOCK (MARK 55),6100380055,20,10/30/2023,,,,
         043,4358922,11843058,15885113,83471C31,CBP,CHEP BLOCK (MARK 55),6100566863,2,10/30/2023,,,,
         043,4358925,11843119,15884958,208256,CBP,CHEP BLOCK (MARK 55),6100762810,2,10/30/2023,,,,
         043,4358928,11843128,15879727,22810,CBP,CHEP BLOCK (MARK 55),4000284117,13,10/10/2023,,,,
         043,4358931,11843135,15883084,1850535Y,CBP,CHEP BLOCK (MARK 55),410219,18,10/23/2023,,,,
         043,4358932,11843136,15883210,1850545Y,CBP,CHEP BLOCK (MARK 55),410219,20,10/23/2023,,,,
         043,4358933,11843137,15883473,1850555Y,CBP,CHEP BLOCK (MARK 55),410219,16,10/24/2023,,,,
         043,4358937,11843258,15881038,22811,CBP,CHEP BLOCK (MARK 55),4000284117,1,10/13/2023,,,,
         043,4358900,11843342,15883386,4510600815,CBP,CHEP BLOCK (MARK 55),6100346897,22,10/23/2023,,,,
         043,4358912,11843394,15882406,4170020,CBP,CHEP BLOCK (MARK 55),4000579418,4,10/19/2023,,,,
         043,4358945,11843396,15882074,9884280,CBP,CHEP BLOCK (MARK 55),4000579419,11,10/18/2023,,,,
         043,4358946,11843455,15884369,208257,CBP,CHEP BLOCK (MARK 55),6100762810,8,10/31/2023,,,,
         043,4358948,11843497,15885080,22101910,CBP,CHEP BLOCK (MARK 55),6100346487,1,10/30/2023,,,,
         043,4358949,11843498,15885081,22101910,CBP,CHEP BLOCK (MARK 55),6100346487,11,10/30/2023,,,,
         043,4358951,11843500,15885083,22101680,CBP,CHEP BLOCK (MARK 55),6100346487,3,10/30/2023,,,,
         043,4358966,11843659,15883909,12980270,CBP,CHEP BLOCK (MARK 55),6100304897,6,10/25/2023,,,,
         043,4358973,11843709,15885155,16541014000,CBP,CHEP BLOCK (MARK 55),4000082840,11,10/30/2023,,,,
         043,4358987,11843721,15883395,42756877000,CBP,CHEP BLOCK (MARK 55),4000358430,1,10/23/2023,,,,
         043,4358988,11843722,15885156,42850498000,CBP,CHEP BLOCK (MARK 55),4000577193,8,10/30/2023,,,,
         043,4358991,11843725,15883946,1989926U,CBP,CHEP BLOCK (MARK 55),6100380572,19,10/25/2023,,,,
         043,4358992,11843726,15883947,1989926U,CBP,CHEP BLOCK (MARK 55),6100380572,8,10/25/2023,,,,
         043,4358996,11843737,15883563,1996325I,CBP,CHEP BLOCK (MARK 55),6100402004,23,10/24/2023,,,,
         043,4358998,11843746,15882061,4171350,CBP,CHEP BLOCK (MARK 55),4000579418,12,10/18/2023,,,,
         043,4358944,11843762,15884284,196235,CBP,CHEP BLOCK (MARK 55),4000252179,4,10/31/2023,,,,
         043,4358997,11843835,15882062,4171350,CBP,CHEP BLOCK (MARK 55),4000579418,2,10/18/2023,,,,
         043,4358953,11844041,15883729,4510602685,CBP,CHEP BLOCK (MARK 55),4000190851,3,10/24/2023,,,,
