"Ship yyyymm","Ship date","Ship location","Order number","Po number","Bill of lading","Loc bol#","Master bill 10","Ship from location","Ship from address","Ship from city","Ship from state","Ship from zip","Type of sale","Customer","Ship to name","Ship to address","Ship to city","Ship to state","Ship to zip","Chep","Ww","Other","Header plt","Calc plt","Gross weight","Default pallet type","Master bill stop"
"2023-10","2023/10/31",60   ,"060-10026","82589     ",31011  ,"X06031011 ","0604045208","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",5      ,0      ,0      ,23     ,23     ,41820    ,"**",1
"2023-10","2023/10/31",60   ,"060-10027","82590     ",31012  ,"X06031012 ","0604045209","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",12     ,0      ,0      ,24     ,24     ,44031    ,"**",1
"2023-10","2023/10/31",60   ,"060-10028","82591     ",31014  ,"X06031014 ","0604045210","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",5      ,0      ,0      ,24     ,24     ,45556    ,"**",1
"2023-10","2023/10/31",60   ,"060-10029","82592     ",31013  ,"X06031013 ","0604045211","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",0      ,0      ,0      ,24     ,24     ,42432    ,"**",1
"2023-10","2023/10/10",60   ,"060-09378","208246    ",30473  ,"X06030473 ","2084039068","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","02500-003","VENTURA FDS B/T-CHAMBERSB","1501 ORCHARD DRIVE       ","CHAMBERSBURG    ","PA","17201          ",0      ,0      ,0      ,0      ,0      ,100      ,"**",1
"2023-10","2023/10/13",60   ,"060-09561","122832    ",30601  ,"X06030601 ","0604039839","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","34211-009","VENTURA FOODS B/T-ONTARIO","2900 E. JURUPA ST.       ","ONTARIO         ","CA","91761          ",0      ,0      ,0      ,1      ,1      ,2509     ,"**",1
"2023-10","2023/10/17",60   ,"060-09705","122841    ",30693  ,"X06030693 ","0600169788","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","34211-009","VENTURA FOODS B/T-ONTARIO","2900 E. JURUPA ST.       ","ONTARIO         ","CA","91761          ",0      ,0      ,0      ,0      ,0      ,44       ,"**",1
"2023-11","2023/11/01",60   ,"060-09997","82547     ",31023  ,"X06031023 ","0604044993","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",12     ,0      ,0      ,24     ,24     ,38216    ,"**",1
"2023-11","2023/11/01",60   ,"060-10000","82550     ",31018  ,"X06031018 ","0604044996","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",17     ,0      ,0      ,23     ,23     ,41422    ,"**",1
"2023-11","2023/11/01",60   ,"060-10030","82593     ",31015  ,"X06031015 ","0604045217","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",20     ,0      ,0      ,20     ,20     ,41004    ,"**",1
"2023-11","2023/11/01",60   ,"060-10031","82594     ",31016  ,"X06031016 ","0604045215","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",6      ,0      ,0      ,24     ,24     ,45614    ,"**",1
"2023-11","2023/11/01",60   ,"060-10032","82595     ",31017  ,"X06031017 ","0604045213","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",0      ,0      ,0      ,24     ,24     ,42432    ,"**",1
"2023-11","2023/11/01",60   ,"060-10033","82596     ",31019  ,"X06031019 ","0604045212","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",11     ,0      ,0      ,24     ,24     ,39792    ,"**",1
"2023-11","2023/11/01",60   ,"060-10034","82597     ",31021  ,"X06031021 ","0604045216","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",9      ,0      ,0      ,23     ,23     ,41784    ,"**",1
"2023-11","2023/11/01",60   ,"060-10035","82598     ",31024  ,"X06031024 ","0604045214","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",18     ,0      ,0      ,20     ,20     ,41590    ,"**",1
"2023-11","2023/11/01",60   ,"060-10036","82599     ",31025  ,"X06031025 ","0604045219","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",4      ,0      ,0      ,22     ,22     ,42574    ,"**",1
"2023-11","2023/11/01",60   ,"060-10037","82600     ",31026  ,"X06031026 ","0604045218","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",0      ,0      ,0      ,24     ,24     ,41616    ,"**",1
"2023-11","2023/11/01",60   ,"060-10038","82601     ",31027  ,"X06031027 ","0604045223","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",20     ,0      ,0      ,20     ,20     ,44040    ,"**",1
"2023-11","2023/11/01",60   ,"060-10039","82602     ",31020  ,"X06031020 ","0604045221","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",19     ,0      ,0      ,20     ,20     ,44040    ,"**",1
"2023-11","2023/11/01",60   ,"060-10040","82603     ",31028  ,"X06031028 ","0604045222","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",9      ,0      ,0      ,22     ,22     ,39940    ,"**",1
"2023-11","2023/11/01",60   ,"060-10041","82604     ",31031  ,"X06031031 ","0604045225","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",4      ,0      ,0      ,23     ,23     ,41259    ,"**",1
"2023-11","2023/11/01",60   ,"060-10042","82605     ",31030  ,"X06031030 ","0604045224","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",5      ,0      ,0      ,23     ,23     ,40413    ,"**",1
"2023-11","2023/11/01",60   ,"060-10043","82606     ",31029  ,"X06031029 ","0604045227","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",5      ,0      ,0      ,23     ,23     ,40510    ,"**",1
"2023-11","2023/11/01",60   ,"060-10044","82607     ",31032  ,"X06031032 ","0604045226","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",20     ,0      ,0      ,20     ,20     ,44040    ,"**",1
"2023-11","2023/11/01",60   ,"060-10045","82608     ",31033  ,"X06031033 ","0604045228","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",0      ,0      ,0      ,24     ,24     ,42432    ,"**",1
"2023-11","2023/11/01",60   ,"060-10046","82609     ",31034  ,"X06031034 ","0604045230","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",20     ,0      ,0      ,20     ,20     ,44040    ,"**",1
"2023-11","2023/11/01",60   ,"060-10047","82610     ",31035  ,"X06031035 ","0604045229","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",8      ,0      ,0      ,23     ,23     ,37666    ,"**",1
"2023-11","2023/11/01",60   ,"060-10048","82611     ",31036  ,"X06031036 ","0604045233","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",7      ,0      ,0      ,23     ,23     ,42493    ,"**",1
"2023-11","2023/11/01",60   ,"060-10049","82612     ",31037  ,"X06031037 ","0604045231","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",20     ,0      ,0      ,20     ,20     ,44040    ,"**",1
"2023-11","2023/11/01",60   ,"060-10050","82613     ",31039  ,"X06031039 ","0604045232","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",8      ,0      ,0      ,23     ,23     ,39205    ,"**",1
"2023-11","2023/11/01",60   ,"060-10051","82614     ",31038  ,"X06031038 ","0604045239","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",20     ,0      ,0      ,20     ,20     ,43490    ,"**",1
"2023-11","2023/11/01",60   ,"060-10052","82615     ",31040  ,"X06031040 ","0604045235","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",9      ,0      ,0      ,23     ,23     ,38999    ,"**",1
"2023-11","2023/11/01",60   ,"060-10053","82616     ",31041  ,"X06031041 ","0604045236","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",20     ,0      ,0      ,20     ,20     ,44040    ,"**",1
"2023-11","2023/11/01",60   ,"060-10054","82617     ",31042  ,"X06031042 ","0604045237","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",10     ,0      ,0      ,20     ,20     ,44040    ,"**",1
"2023-11","2023/11/01",60   ,"060-10055","82618     ",31043  ,"X06031043 ","0604045234","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",0      ,0      ,0      ,24     ,24     ,42432    ,"**",1
"2023-11","2023/11/01",60   ,"060-10056","82619     ",31044  ,"X06031044 ","0604045238","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",8      ,0      ,0      ,24     ,24     ,38286    ,"**",1
"2023-11","2023/11/01",60   ,"060-10057","82620     ",31045  ,"X06031045 ","0604045242","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",14     ,0      ,0      ,20     ,20     ,44040    ,"**",1
"2023-11","2023/11/01",60   ,"060-10058","82621     ",31046  ,"X06031046 ","0604045240","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",5      ,0      ,0      ,24     ,24     ,42533    ,"**",1
"2023-11","2023/11/01",60   ,"060-10059","82622     ",31047  ,"X06031047 ","0604045241","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",9      ,0      ,0      ,19     ,19     ,42132    ,"**",1
"2023-11","2023/11/01",60   ,"060-10060","82623     ",31050  ,"X06031050 ","0604045243","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",14     ,0      ,0      ,24     ,24     ,41523    ,"**",1
"2023-11","2023/11/01",60   ,"060-10065","82624     ",31049  ,"X06031049 ","0604045489","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",14     ,0      ,0      ,20     ,20     ,33578    ,"**",1
"2023-11","2023/11/01",60   ,"060-10066","82625     ",31048  ,"X06031048 ","0604045491","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",1      ,0      ,0      ,24     ,24     ,38916    ,"**",1
"2023-11","2023/11/01",60   ,"060-10067","82626     ",31053  ,"X06031053 ","0604045493","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",20     ,0      ,0      ,20     ,20     ,29094    ,"**",1
"2023-11","2023/11/01",60   ,"060-10068","82627     ",31052  ,"X06031052 ","0604045494","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",5      ,0      ,0      ,23     ,23     ,39074    ,"**",1
"2023-11","2023/11/01",60   ,"060-10069","82628     ",31051  ,"X06031051 ","0604045492","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",24     ,0      ,0      ,24     ,24     ,34913    ,"**",1
"2023-11","2023/11/02",60   ,"060-10070","82629     ",31055  ,"X06031055 ","0604045490","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",0      ,0      ,0      ,24     ,24     ,42432    ,"**",1
"2023-11","2023/11/02",60   ,"060-10071","82630     ",31054  ,"X06031054 ","0604045495","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",6      ,0      ,0      ,24     ,24     ,39935    ,"**",1
"2023-11","2023/11/02",60   ,"060-10072","82631     ",31056  ,"X06031056 ","0604045496","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",4      ,0      ,0      ,24     ,24     ,41008    ,"**",1
"2023-11","2023/11/02",60   ,"060-10073","82632     ",31057  ,"X06031057 ","0604045497","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",0      ,0      ,0      ,24     ,24     ,42432    ,"**",1
"2023-11","2023/11/02",60   ,"060-10074","82633     ",31058  ,"X06031058 ","0604045499","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",12     ,0      ,0      ,22     ,22     ,39574    ,"**",1
"2023-11","2023/11/02",60   ,"060-10075","82634     ",31060  ,"X06031060 ","0604045498","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",4      ,0      ,0      ,24     ,24     ,43067    ,"**",1
"2023-11","2023/11/02",60   ,"060-10076","82635     ",31059  ,"X06031059 ","0604045501","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",19     ,0      ,0      ,23     ,23     ,33197    ,"**",1
"2023-11","2023/11/02",60   ,"060-10077","82636     ",31061  ,"X06031061 ","0604045500","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",0      ,0      ,0      ,24     ,24     ,39661    ,"**",1
"2023-11","2023/11/02",60   ,"060-10078","82637     ",31063  ,"X06031063 ","0604045504","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",5      ,0      ,0      ,23     ,23     ,37512    ,"**",1
"2023-11","2023/11/02",60   ,"060-10079","82638     ",31062  ,"X06031062 ","0604045502","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",2      ,0      ,0      ,22     ,22     ,38518    ,"**",1
"2023-11","2023/11/02",60   ,"060-10080","82639     ",31064  ,"X06031064 ","0604045503","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",3      ,0      ,0      ,22     ,22     ,40044    ,"**",1
"2023-11","2023/11/02",60   ,"060-10081","82640     ",31065  ,"X06031065 ","0604045506","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",20     ,0      ,0      ,20     ,20     ,44040    ,"**",1
"2023-11","2023/11/02",60   ,"060-10082","82641     ",31066  ,"X06031066 ","0604045507","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",20     ,0      ,0      ,20     ,20     ,44040    ,"**",1
"2023-11","2023/11/02",60   ,"060-10083","82642     ",31067  ,"X06031067 ","0604045505","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",4      ,0      ,0      ,23     ,23     ,38476    ,"**",1
"2023-11","2023/11/02",60   ,"060-10084","82643     ",31068  ,"X06031068 ","0604045508","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",4      ,0      ,0      ,23     ,23     ,38821    ,"**",1
"2023-11","2023/11/02",60   ,"060-10085","82644     ",31070  ,"X06031070 ","0604045509","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",10     ,0      ,0      ,20     ,20     ,44040    ,"**",1
"2023-11","2023/11/02",60   ,"060-10086","82645     ",31072  ,"X06031072 ","0604045512","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",5      ,0      ,0      ,24     ,24     ,41835    ,"**",1
"2023-11","2023/11/02",60   ,"060-10087","82646     ",31073  ,"X06031073 ","0604045511","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",7      ,0      ,0      ,23     ,23     ,37712    ,"**",1
"2023-11","2023/11/02",60   ,"060-10088","82647     ",31074  ,"X06031074 ","0604045510","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",4      ,0      ,0      ,23     ,23     ,37049    ,"**",1
"2023-11","2023/11/02",60   ,"060-10089","82648     ",31075  ,"X06031075 ","0604045513","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",7      ,0      ,0      ,24     ,24     ,39633    ,"**",1
"2023-11","2023/11/02",60   ,"060-10090","82649     ",31076  ,"X06031076 ","0604045518","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",5      ,0      ,0      ,24     ,24     ,37302    ,"**",1
"2023-11","2023/11/02",60   ,"060-10091","82650     ",31078  ,"X06031078 ","0604045514","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",8      ,0      ,0      ,24     ,24     ,43246    ,"**",1
"2023-11","2023/11/02",60   ,"060-10092","82651     ",31077  ,"X06031077 ","0604045515","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",15     ,0      ,0      ,19     ,19     ,42278    ,"**",1
"2023-11","2023/11/02",60   ,"060-10093","82652     ",31079  ,"X06031079 ","0604045516","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",0      ,0      ,0      ,22     ,22     ,34723    ,"**",1
"2023-11","2023/11/02",60   ,"060-10094","82653     ",31080  ,"X06031080 ","0604045517","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",6      ,0      ,0      ,21     ,21     ,37568    ,"**",1
"2023-11","2023/11/03",60   ,"060-10102","82655     ",31081  ,"X06031081 ","0604045800","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",1      ,0      ,0      ,22     ,18     ,39322    ,"**",1
"2023-11","2023/11/03",60   ,"060-10103","82656     ",31082  ,"X06031082 ","0604045804","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",9      ,0      ,0      ,20     ,20     ,44040    ,"**",1
"2023-11","2023/11/03",60   ,"060-10104","82657     ",31088  ,"X06031088 ","0604045803","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",8      ,0      ,0      ,24     ,23     ,43566    ,"**",1
"2023-11","2023/11/03",60   ,"060-10105","82658     ",31087  ,"X06031087 ","0604045801","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",0      ,0      ,0      ,22     ,22     ,37184    ,"**",1
"2023-11","2023/11/03",60   ,"060-10106","82659     ",31089  ,"X06031089 ","0604045802","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",11     ,0      ,0      ,23     ,23     ,41688    ,"**",1
"2023-11","2023/11/03",60   ,"060-10107","82660     ",31090  ,"X06031090 ","0604045805","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",8      ,0      ,0      ,22     ,22     ,37228    ,"**",1
"2023-11","2023/11/03",60   ,"060-10108","82661     ",31092  ,"X06031092 ","0604045809","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",1      ,0      ,0      ,20     ,20     ,44040    ,"**",1
"2023-11","2023/11/03",60   ,"060-10110","82662     ",31094  ,"X06031094 ","0604045810","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",0      ,0      ,0      ,20     ,20     ,44040    ,"**",1
