"Ship yyyymm","Ship date","Ship location","Order number","Po number","Bill of lading","Loc bol#","Master bill 10","Ship from location","Ship from address","Ship from city","Ship from state","Ship from zip","Type of sale","Customer","Ship to name","Ship to address","Ship to city","Ship to state","Ship to zip","Chep","Ww","Other","Header plt","Calc plt","Gross weight","Default pallet type","Master bill stop"
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-10","2023/10/02",60   ,"060-09164","81696     ",30226  ,"X06030226 ","0604039385","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",0      ,0      ,0      ,19     ,19     ,31616    ,"**",1
"2023-10","2023/10/02",60   ,"060-09165","81697     ",30231  ,"X06030231 ","0604039384","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",0      ,0      ,0      ,24     ,24     ,40170    ,"**",1
"2023-10","2023/10/02",60   ,"060-09166","81698     ",30233  ,"X06030233 ","0604039388","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",20     ,0      ,0      ,23     ,23     ,40613    ,"**",1
"2023-10","2023/10/02",60   ,"060-09167","81699     ",30232  ,"X06030232 ","0604039386","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",14     ,0      ,0      ,24     ,24     ,44161    ,"**",1
"2023-10","2023/10/02",60   ,"060-09168","81700     ",30234  ,"X06030234 ","0604039387","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",5      ,0      ,0      ,24     ,24     ,40350    ,"**",1
"2023-10","2023/10/02",60   ,"060-09169","81701     ",30235  ,"X06030235 ","0604039389","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",0      ,0      ,0      ,16     ,16     ,41664    ,"**",1
"2023-10","2023/10/02",60   ,"060-09170","81702     ",30236  ,"X06030236 ","0604039390","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",11     ,0      ,0      ,20     ,20     ,44040    ,"**",1
"2023-10","2023/10/02",60   ,"060-09171","81703     ",30237  ,"X06030237 ","0604039391","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",5      ,0      ,0      ,21     ,21     ,41218    ,"**",1
"2023-10","2023/10/02",60   ,"060-09172","81704     ",30239  ,"X06030239 ","0604039393","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",14     ,0      ,0      ,23     ,23     ,41026    ,"**",1
"2023-10","2023/10/02",60   ,"060-09173","81705     ",30240  ,"X06030240 ","0604039392","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",12     ,0      ,0      ,23     ,23     ,40759    ,"**",1
"2023-10","2023/10/02",60   ,"060-09174","81706     ",30241  ,"X06030241 ","0604039395","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",5      ,0      ,0      ,22     ,22     ,39336    ,"**",1
"2023-10","2023/10/02",60   ,"060-09175","81707     ",30243  ,"X06030243 ","0604039394","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",11     ,0      ,0      ,24     ,24     ,40189    ,"**",1
"2023-10","2023/10/02",60   ,"060-09184","81716     ",30242  ,"X06030242 ","0604039404","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",20     ,0      ,0      ,20     ,20     ,44040    ,"**",1
"2023-10","2023/10/02",60   ,"060-09192","81724     ",30238  ,"X06030238 ","0604039412","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",20     ,0      ,0      ,20     ,20     ,44040    ,"**",1
"2023-10","2023/10/02",60   ,"060-09176","81708     ",30247  ,"X06030247 ","0604039396","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",12     ,0      ,0      ,24     ,24     ,39461    ,"**",1
"2023-10","2023/10/02",60   ,"060-09177","81709     ",30244  ,"X06030244 ","0604039397","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",20     ,0      ,0      ,20     ,20     ,44040    ,"**",1
"2023-10","2023/10/02",60   ,"060-09178","81710     ",30246  ,"X06030246 ","0604039399","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",0      ,0      ,0      ,23     ,23     ,42220    ,"**",1
"2023-10","2023/10/02",60   ,"060-09179","81711     ",30249  ,"X06030249 ","0604039398","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",15     ,0      ,0      ,24     ,24     ,40176    ,"**",1
"2023-10","2023/10/02",60   ,"060-09180","81712     ",30245  ,"X06030245 ","0604039400","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",2      ,0      ,0      ,23     ,23     ,40679    ,"**",1
"2023-10","2023/10/02",60   ,"060-09181","81713     ",30250  ,"X06030250 ","0604039401","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",18     ,0      ,0      ,24     ,24     ,40297    ,"**",1
"2023-10","2023/10/02",60   ,"060-09182","81714     ",30248  ,"X06030248 ","0604039402","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",20     ,0      ,0      ,20     ,20     ,44040    ,"**",1
"2023-10","2023/10/02",60   ,"060-09183","81715     ",30251  ,"X06030251 ","0604039403","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",18     ,0      ,0      ,20     ,20     ,43857    ,"**",1
"2023-10","2023/10/02",60   ,"060-09185","81717     ",30252  ,"X06030252 ","0604039405","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",6      ,0      ,0      ,24     ,24     ,43530    ,"**",1
"2023-10","2023/10/02",60   ,"060-09186","81718     ",30253  ,"X06030253 ","0604039409","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",20     ,0      ,0      ,20     ,20     ,44040    ,"**",1
"2023-10","2023/10/02",60   ,"060-09187","81719     ",30254  ,"X06030254 ","0604039408","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",11     ,0      ,0      ,24     ,24     ,42799    ,"**",1
"2023-10","2023/10/02",60   ,"060-09188","81720     ",30255  ,"X06030255 ","0604039407","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",20     ,0      ,0      ,20     ,20     ,44040    ,"**",1
"2023-10","2023/10/02",60   ,"060-09189","81721     ",30256  ,"X06030256 ","0604039406","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",13     ,0      ,0      ,25     ,25     ,41978    ,"**",1
"2023-10","2023/10/02",60   ,"060-09190","81722     ",30257  ,"X06030257 ","0604039410","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",20     ,0      ,0      ,20     ,20     ,44040    ,"**",1
"2023-10","2023/10/02",60   ,"060-09193","81725     ",30258  ,"X06030258 ","0604039414","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",11     ,0      ,0      ,22     ,22     ,38983    ,"**",1
"2023-10","2023/10/02",60   ,"060-09194","81726     ",30259  ,"X06030259 ","0604039413","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",5      ,0      ,0      ,24     ,24     ,43763    ,"**",1
"2023-10","2023/10/02",60   ,"060-09195","81727     ",30261  ,"X06030261 ","0604039415","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",10     ,0      ,0      ,23     ,23     ,40519    ,"**",1
"2023-10","2023/10/02",60   ,"060-09206","81729     ",30260  ,"X06030260 ","0604039619","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",8      ,0      ,0      ,24     ,24     ,41686    ,"**",1
"2023-10","2023/10/03",60   ,"060-09207","81730     ",30264  ,"X06030264 ","0604039620","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",20     ,0      ,0      ,19     ,19     ,41802    ,"**",1
"2023-10","2023/10/03",60   ,"060-09208","81731     ",30263  ,"X06030263 ","0604039621","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",12     ,0      ,0      ,24     ,24     ,44395    ,"**",1
"2023-10","2023/10/03",60   ,"060-09209","81732     ",30262  ,"X06030262 ","0604039622","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",24     ,0      ,0      ,24     ,24     ,34913    ,"**",1
"2023-10","2023/10/03",60   ,"060-09210","81733     ",30265  ,"X06030265 ","0604039624","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",4      ,0      ,0      ,23     ,23     ,38252    ,"**",1
"2023-10","2023/10/03",60   ,"060-09211","81734     ",30269  ,"X06030269 ","0604039623","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",2      ,0      ,0      ,23     ,23     ,38273    ,"**",1
"2023-10","2023/10/03",60   ,"060-09212","81735     ",30267  ,"X06030267 ","0604039629","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",7      ,0      ,0      ,23     ,23     ,39837    ,"**",1
"2023-10","2023/10/03",60   ,"060-09213","81736     ",30266  ,"X06030266 ","0604039625","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",0      ,0      ,0      ,24     ,24     ,40909    ,"**",1
"2023-10","2023/10/03",60   ,"060-09214","81737     ",30268  ,"X06030268 ","0604039627","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",11     ,0      ,0      ,23     ,23     ,37210    ,"**",1
"2023-10","2023/10/03",60   ,"060-09215","81738     ",30270  ,"X06030270 ","0604039626","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",0      ,0      ,0      ,24     ,24     ,41181    ,"**",1
"2023-10","2023/10/03",60   ,"060-09216","81739     ",30271  ,"X06030271 ","0604039628","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",0      ,0      ,0      ,24     ,24     ,34913    ,"**",1
"2023-10","2023/10/03",60   ,"060-09217","81740     ",30274  ,"X06030274 ","0604039630","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",0      ,0      ,0      ,24     ,24     ,42432    ,"**",1
"2023-10","2023/10/03",60   ,"060-09218","81741     ",30278  ,"X06030278 ","0604039634","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",7      ,0      ,0      ,22     ,22     ,37636    ,"**",1
"2023-10","2023/10/03",60   ,"060-09219","81742     ",30281  ,"X06030281 ","0604039633","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",8      ,0      ,0      ,24     ,24     ,43912    ,"**",1
"2023-10","2023/10/03",60   ,"060-09220","81743     ",30282  ,"X06030282 ","0604039635","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",1      ,0      ,0      ,24     ,24     ,42432    ,"**",1
"2023-10","2023/10/03",60   ,"060-09221","81744     ",30283  ,"X06030283 ","0604039632","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",4      ,0      ,0      ,24     ,24     ,42752    ,"**",1
"2023-10","2023/10/03",60   ,"060-09222","81745     ",30284  ,"X06030284 ","0604039631","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",8      ,0      ,0      ,20     ,20     ,44040    ,"**",1
"2023-10","2023/10/03",60   ,"060-09223","81746     ",30285  ,"X06030285 ","0604039637","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",3      ,0      ,0      ,23     ,23     ,41397    ,"**",1
"2023-10","2023/10/03",60   ,"060-09224","81747     ",30286  ,"X06030286 ","0604039636","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",5      ,0      ,0      ,23     ,23     ,41540    ,"**",1
"2023-10","2023/10/03",60   ,"060-09225","81748     ",30272  ,"X06030272 ","0604039638","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",12     ,0      ,0      ,24     ,24     ,34241    ,"**",1
"2023-10","2023/10/03",60   ,"060-09226","81749     ",30273  ,"X06030273 ","0604039639","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",9      ,0      ,0      ,23     ,23     ,40374    ,"**",1
"2023-10","2023/10/03",60   ,"060-09227","81750     ",30277  ,"X06030277 ","0604039640","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",10     ,0      ,0      ,24     ,24     ,42462    ,"**",1
"2023-10","2023/10/03",60   ,"060-09228","81751     ",30276  ,"X06030276 ","0604039641","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",7      ,0      ,0      ,22     ,22     ,38729    ,"**",1
"2023-10","2023/10/03",60   ,"060-09229","81752     ",30275  ,"X06030275 ","0604039642","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",9      ,0      ,0      ,24     ,24     ,42046    ,"**",1
"2023-10","2023/10/03",60   ,"060-09231","81754     ",30288  ,"X06030288 ","0604039644","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",4      ,0      ,0      ,23     ,23     ,42056    ,"**",1
"2023-10","2023/10/03",60   ,"060-09232","81755     ",30287  ,"X06030287 ","0604039646","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",17     ,0      ,0      ,20     ,20     ,44040    ,"**",1
"2023-10","2023/10/03",60   ,"060-09233","81756     ",30289  ,"X06030289 ","0604039645","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",0      ,0      ,0      ,24     ,24     ,42432    ,"**",1
"2023-10","2023/10/03",60   ,"060-09238","81761     ",30280  ,"X06030280 ","0604039651","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",20     ,0      ,0      ,20     ,20     ,44040    ,"**",1
"2023-10","2023/10/03",60   ,"060-09239","81762     ",30279  ,"X06030279 ","0604039652","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",20     ,0      ,0      ,20     ,20     ,44040    ,"**",1
"2023-10","2023/10/04",60   ,"060-09230","81753     ",30300  ,"X06030300 ","0604039643","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",15     ,0      ,0      ,24     ,24     ,40830    ,"**",1
"2023-10","2023/10/03",60   ,"060-09234","81757     ",30292  ,"X06030292 ","0604039648","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",2      ,0      ,0      ,23     ,23     ,41860    ,"**",1
"2023-10","2023/10/03",60   ,"060-09235","81758     ",30291  ,"X06030291 ","0604039647","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",20     ,0      ,0      ,20     ,20     ,44040    ,"**",1
"2023-10","2023/10/03",60   ,"060-09236","81759     ",30290  ,"X06030290 ","0604039649","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",9      ,0      ,0      ,23     ,23     ,41586    ,"**",1
"2023-10","2023/10/03",60   ,"060-09237","81760     ",30293  ,"X06030293 ","0604039650","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",10     ,0      ,0      ,24     ,24     ,41059    ,"**",1
"2023-10","2023/10/03",60   ,"060-09240","81763     ",30294  ,"X06030294 ","0604039653","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",0      ,0      ,0      ,24     ,24     ,42432    ,"**",1
"2023-10","2023/10/03",60   ,"060-09241","81764     ",30295  ,"X06030295 ","0604039655","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",14     ,0      ,0      ,24     ,24     ,40035    ,"**",1
"2023-10","2023/10/03",60   ,"060-09242","81765     ",30296  ,"X06030296 ","0604039654","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",20     ,0      ,0      ,20     ,20     ,44040    ,"**",1
"2023-10","2023/10/03",60   ,"060-09243","81766     ",30298  ,"X06030298 ","0604039656","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",16     ,0      ,0      ,24     ,24     ,42834    ,"**",1
"2023-10","2023/10/03",60   ,"060-09244","81767     ",30297  ,"X06030297 ","0604039657","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",0      ,0      ,0      ,24     ,24     ,42432    ,"**",1
"2023-10","2023/10/03",60   ,"060-09249","81768     ",30299  ,"X06030299 ","0604039871","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",20     ,0      ,0      ,20     ,20     ,44040    ,"**",1
"2023-10","2023/10/04",60   ,"060-09250","81769     ",30302  ,"X06030302 ","0604039872","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",20     ,0      ,0      ,20     ,20     ,44040    ,"**",1
"2023-10","2023/10/04",60   ,"060-09251","81770     ",30303  ,"X06030303 ","0604039873","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",8      ,0      ,0      ,24     ,24     ,42920    ,"**",1
"2023-10","2023/10/04",60   ,"060-09252","81771     ",30307  ,"X06030307 ","0604039874","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",6      ,0      ,0      ,22     ,22     ,38447    ,"**",1
"2023-10","2023/10/04",60   ,"060-09253","81772     ",30308  ,"X06030308 ","0604039878","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",19     ,0      ,0      ,20     ,20     ,43783    ,"**",1
"2023-10","2023/10/04",60   ,"060-09254","81773     ",30310  ,"X06030310 ","0604039877","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",4      ,0      ,0      ,20     ,20     ,44040    ,"**",1
"2023-10","2023/10/04",60   ,"060-09255","81774     ",30311  ,"X06030311 ","0604039879","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",0      ,0      ,0      ,24     ,24     ,42432    ,"**",1
