R55CHEPSUM,,CHEP Summarization Report,,,,11/30/2023,12:43:08,,,,,,
VF060001,,,,,,Page -,1,,,,,,
,,,,,,,,,,,,,.
,,,,,,,Customer CHEP,,,,,,
Branch Plant,Legacy Order Number,JDE Order Number,JDE BOL#,Customer PO#,Pallet Type,Description,Number,Number Of Pallets,Actual Ship Date,Receipt Date,,,
60,6009447,11842844,15880100,81989,CBP,CHEP BLOCK (MARK 55),4000445826,6,10/10/2023,,,,
60,6009447,11842844,15880100,81989,CXY,CHEP CHEMICAL PALLET,4000445826,1,10/10/2023,,,,
60,6009448,11842845,15880083,81990,CBP,CHEP BLOCK (MARK 55),4000445826,20,10/10/2023,,,,
60,6009449,11842847,15880087,81991,CBP,CHEP BLOCK (MARK 55),4000445826,4,10/10/2023,,,,
60,6009449,11842847,15880087,81991,CXY,CHEP CHEMICAL PALLET,4000445826,2,10/10/2023,,,,
60,6009450,11842848,15880145,81992,CBP,CHEP BLOCK (MARK 55),4000445826,6,10/10/2023,,,,
60,6009450,11842848,15880145,81992,CXY,CHEP CHEMICAL PALLET,4000445826,2,10/10/2023,,,,
60,6009451,11842849,15880167,81993,CBP,CHEP BLOCK (MARK 55),4000445826,10,10/10/2023,,,,
60,6009451,11842849,15880167,81993,CXY,CHEP CHEMICAL PALLET,4000445826,1,10/10/2023,,,,
60,6009452,11842850,15880170,81994,CBP,CHEP BLOCK (MARK 55),4000445826,20,10/10/2023,,,,
60,6009453,11842852,15880171,81995,CBP,CHEP BLOCK (MARK 55),4000445826,20,10/10/2023,,,,
60,6009454,11842853,15880180,81996,CBP,CHEP BLOCK (MARK 55),4000445826,13,10/10/2023,,,,
60,6009456,11842855,15880196,81998,CBP,CHEP BLOCK (MARK 55),4000445826,20,10/10/2023,,,,
60,6009457,11842860,15880198,81999,CBP,CHEP BLOCK (MARK 55),4000445826,3,10/10/2023,,,,
60,6009458,11842861,15880199,82000,CBP,CHEP BLOCK (MARK 55),4000445826,9,10/10/2023,,,,
60,6009458,11842861,15880199,82000,CXY,CHEP CHEMICAL PALLET,4000445826,1,10/10/2023,,,,
60,6009459,11842862,15880214,82001,CBP,CHEP BLOCK (MARK 55),4000445826,7,10/10/2023,,,,
60,6009461,11842864,15880219,82003,CBP,CHEP BLOCK (MARK 55),4000445826,14,10/11/2023,,,,
60,6009462,11842865,15880228,82004,CBP,CHEP BLOCK (MARK 55),4000445826,19,10/11/2023,,,,
60,6009463,11842866,15880231,82005,CBP,CHEP BLOCK (MARK 55),4000445826,13,10/11/2023,,,,
60,6009464,11842867,15880238,82006,CBP,CHEP BLOCK (MARK 55),4000445826,19,10/11/2023,,,,
60,6009465,11842869,15880279,82007,CBP,CHEP BLOCK (MARK 55),4000445826,16,10/11/2023,,,,
60,6009466,11842870,15880282,82008,CBP,CHEP BLOCK (MARK 55),4000445826,12,10/11/2023,,,,
60,6009467,11842871,15880281,82009,CBP,CHEP BLOCK (MARK 55),4000445826,20,10/11/2023,,,,
60,6009468,11842872,15880280,82010,CBP,CHEP BLOCK (MARK 55),4000445826,20,10/11/2023,,,,
60,6009469,11842873,15880290,82011,CBP,CHEP BLOCK (MARK 55),4000445826,19,10/11/2023,,,,
60,6009470,11842874,15880315,82012,CBP,CHEP BLOCK (MARK 55),4000445826,1,10/11/2023,,,,
60,6009472,11842876,15880331,82014,CBP,CHEP BLOCK (MARK 55),4000445826,14,10/11/2023,,,,
60,6009480,11843542,15880344,82016,CBP,CHEP BLOCK (MARK 55),4000445826,10,10/11/2023,,,,
60,6009481,11843543,15880382,82017,CBP,CHEP BLOCK (MARK 55),4000445826,6,10/11/2023,,,,
60,6009482,11843544,15880381,82018,CBP,CHEP BLOCK (MARK 55),4000445826,13,10/11/2023,,,,
60,6009482,11843544,15880381,82018,CXY,CHEP CHEMICAL PALLET,4000445826,1,10/11/2023,,,,
60,6009484,11843546,15880429,82020,CBP,CHEP BLOCK (MARK 55),4000445826,7,10/11/2023,,,,
60,6009484,11843546,15880429,82020,CXY,CHEP CHEMICAL PALLET,4000445826,2,10/11/2023,,,,
60,6009485,11843547,15880438,82021,CBP,CHEP BLOCK (MARK 55),4000445826,18,10/11/2023,,,,
60,6009486,11843548,15880458,82022,CBP,CHEP BLOCK (MARK 55),4000445826,7,10/11/2023,,,,
60,6009486,11843548,15880458,82022,CXY,CHEP CHEMICAL PALLET,4000445826,11,10/11/2023,,,,
60,6009487,11843549,15880461,82023,CBP,CHEP BLOCK (MARK 55),4000445826,18,10/11/2023,,,,
60,6009489,11843551,15880477,82025,CBP,CHEP BLOCK (MARK 55),4000445826,13,10/11/2023,,,,
60,6009489,11843551,15880477,82025,CXY,CHEP CHEMICAL PALLET,4000445826,6,10/11/2023,,,,
60,6009490,11843552,15880484,82026,CBP,CHEP BLOCK (MARK 55),4000445826,24,10/11/2023,,,,
60,6009491,11843553,15880488,82027,CBP,CHEP BLOCK (MARK 55),4000445826,6,10/11/2023,,,,
60,6009491,11843553,15880488,82027,CXY,CHEP CHEMICAL PALLET,4000445826,5,10/11/2023,,,,
60,6009493,11843555,15880502,82029,CBP,CHEP BLOCK (MARK 55),4000445826,12,10/11/2023,,,,
60,6009493,11843555,15880502,82029,CXY,CHEP CHEMICAL PALLET,4000445826,7,10/11/2023,,,,
60,6009494,11843556,15880520,82030,CBP,CHEP BLOCK (MARK 55),4000445826,3,10/11/2023,,,,
60,6009494,11843556,15880520,82030,CXY,CHEP CHEMICAL PALLET,4000445826,3,10/11/2023,,,,
60,6009496,11843558,15880553,82032,CBP,CHEP BLOCK (MARK 55),4000445826,7,10/11/2023,,,,
60,6009496,11843558,15880553,82032,CXY,CHEP CHEMICAL PALLET,4000445826,3,10/11/2023,,,,
60,6009497,11843559,15880554,82033,CBP,CHEP BLOCK (MARK 55),4000445826,20,10/11/2023,,,,
60,6009499,11843561,15880570,82035,CBP,CHEP BLOCK (MARK 55),4000445826,18,10/11/2023,,,,
60,6009500,11843562,15880575,82036,CBP,CHEP BLOCK (MARK 55),4000445826,20,10/11/2023,,,,
60,6009503,11843565,15880576,82039,CBP,CHEP BLOCK (MARK 55),4000445826,20,10/11/2023,,,,
60,6009504,11843566,15880582,82040,CBP,CHEP BLOCK (MARK 55),4000445826,12,10/11/2023,,,,
60,6009504,11843566,15880582,82040,CXY,CHEP CHEMICAL PALLET,4000445826,4,10/11/2023,,,,
60,6009505,11843567,15880583,82041,CBP,CHEP BLOCK (MARK 55),4000445826,16,10/11/2023,,,,
60,6009505,11843567,15880583,82041,CXY,CHEP CHEMICAL PALLET,4000445826,1,10/11/2023,,,,
60,6009506,11843568,15880594,82042,CBP,CHEP BLOCK (MARK 55),4000445826,9,10/11/2023,,,,
60,6009508,11843570,15880617,82044,CBP,CHEP BLOCK (MARK 55),4000445826,13,10/12/2023,,,,
60,6009509,11843571,15880656,82045,CBP,CHEP BLOCK (MARK 55),4000445826,12,10/12/2023,,,,
60,6009510,11843572,15880660,82046,CBP,CHEP BLOCK (MARK 55),4000445826,15,10/12/2023,,,,
60,6009511,11843573,15880661,82047,CBP,CHEP BLOCK (MARK 55),4000445826,6,10/12/2023,,,,
60,6009512,11843574,15880662,82048,CBP,CHEP BLOCK (MARK 55),4000445826,11,10/12/2023,,,,
60,6009513,11843575,15880679,82049,CBP,CHEP BLOCK (MARK 55),4000445826,16,10/12/2023,,,,
60,6009515,11843577,15880691,82051,CBP,CHEP BLOCK (MARK 55),4000445826,12,10/12/2023,,,,
60,6009515,11843577,15880691,82051,CXY,CHEP CHEMICAL PALLET,4000445826,4,10/12/2023,,,,
60,6009516,11843578,15880690,82052,CBP,CHEP BLOCK (MARK 55),4000445826,4,10/12/2023,,,,
60,6009518,11843580,15880705,82054,CBP,CHEP BLOCK (MARK 55),4000445826,20,10/12/2023,,,,
60,6009519,11843581,15880712,82055,CBP,CHEP BLOCK (MARK 55),4000445826,20,10/12/2023,,,,
60,6009520,11843582,15880713,82056,CBP,CHEP BLOCK (MARK 55),4000445826,7,10/12/2023,,,,
60,6009520,11843582,15880713,82056,CXY,CHEP CHEMICAL PALLET,4000445826,7,10/12/2023,,,,
60,6009521,11843585,15880720,82057,CBP,CHEP BLOCK (MARK 55),4000445826,6,10/12/2023,,,,
60,6009521,11843585,15880720,82057,CXY,CHEP CHEMICAL PALLET,4000445826,9,10/12/2023,,,,
60,6009525,11844332,15880721,82058,CBP,CHEP BLOCK (MARK 55),4000445826,20,10/12/2023,,,,
60,6009526,11844334,15880781,82059,CBP,CHEP BLOCK (MARK 55),4000445826,16,10/12/2023,,,,
60,6009527,11844336,15880793,82060,CBP,CHEP BLOCK (MARK 55),4000445826,2,10/12/2023,,,,
60,6009527,11844336,15880793,82060,CXY,CHEP CHEMICAL PALLET,4000445826,7,10/12/2023,,,,
60,6009528,11844338,15880801,82061,CBP,CHEP BLOCK (MARK 55),4000445826,1,10/12/2023,,,,
60,6009528,11844338,15880801,82061,CXY,CHEP CHEMICAL PALLET,4000445826,4,10/12/2023,,,,
60,6009529,11844339,15880823,82062,CBP,CHEP BLOCK (MARK 55),4000445826,3,10/12/2023,,,,
60,6009529,11844339,15880823,82062,CXY,CHEP CHEMICAL PALLET,4000445826,8,10/12/2023,,,,
60,6009530,11844340,15880817,82063,CBP,CHEP BLOCK (MARK 55),4000445826,24,10/12/2023,,,,
60,6009531,11844341,15880820,82064,CBP,CHEP BLOCK (MARK 55),4000445826,2,10/12/2023,,,,
60,6009531,11844341,15880820,82064,CXY,CHEP CHEMICAL PALLET,4000445826,7,10/12/2023,,,,
60,6009532,11844342,15880834,82065,CBP,CHEP BLOCK (MARK 55),4000445826,2,10/12/2023,,,,
60,6009533,11844344,15880845,82066,CBP,CHEP BLOCK (MARK 55),4000445826,4,10/12/2023,,,,
60,6009533,11844344,15880845,82066,CXY,CHEP CHEMICAL PALLET,4000445826,7,10/12/2023,,,,
60,6009534,11844345,15880863,82067,CBP,CHEP BLOCK (MARK 55),4000445826,2,10/12/2023,,,,
60,6009534,11844345,15880863,82067,CXY,CHEP CHEMICAL PALLET,4000445826,9,10/12/2023,,,,
60,6009535,11844348,15880872,82068,CBP,CHEP BLOCK (MARK 55),4000445826,14,10/12/2023,,,,
60,6009538,11844352,15880694,82071,CBP,CHEP BLOCK (MARK 55),4000445826,17,10/12/2023,,,,
60,6009539,11844353,15880885,82072,CBP,CHEP BLOCK (MARK 55),4000445826,12,10/12/2023,,,,
60,6009540,11844354,15880899,82073,CBP,CHEP BLOCK (MARK 55),4000445826,8,10/12/2023,,,,
60,6009540,11844354,15880899,82073,CXY,CHEP CHEMICAL PALLET,4000445826,3,10/12/2023,,,,
60,6009541,11844355,15880912,82074,CBP,CHEP BLOCK (MARK 55),4000445826,20,10/12/2023,,,,
60,6009542,11844356,15880916,82075,CBP,CHEP BLOCK (MARK 55),4000445826,19,10/12/2023,,,,
60,6009542,11844356,15880916,82075,CXY,CHEP CHEMICAL PALLET,4000445826,3,10/12/2023,,,,
60,6009543,11844357,15880921,82076,CBP,CHEP BLOCK (MARK 55),4000445826,20,10/12/2023,,,,
60,6009544,11844358,15880928,82077,CBP,CHEP BLOCK (MARK 55),4000445826,14,10/12/2023,,,,
60,6009544,11844358,15880928,82077,CXY,CHEP CHEMICAL PALLET,4000445826,2,10/12/2023,,,,
60,6009545,11844359,15880938,82078,CBP,CHEP BLOCK (MARK 55),4000445826,10,10/12/2023,,,,
60,6009546,11844362,15880941,82079,CBP,CHEP BLOCK (MARK 55),4000445826,20,10/18/2023,,,,
60,6009547,11844366,15880991,82080,CBP,CHEP BLOCK (MARK 55),4000445826,6,10/13/2023,,,,
60,6009548,11844367,15880992,82081,CBP,CHEP BLOCK (MARK 55),4000445826,20,10/13/2023,,,,
60,6009549,11844368,15880993,82082,CBP,CHEP BLOCK (MARK 55),4000445826,17,10/13/2023,,,,
60,6009550,11844369,15880999,82083,CBP,CHEP BLOCK (MARK 55),4000445826,12,10/13/2023,,,,
60,6009551,11844370,15881004,82084,CBP,CHEP BLOCK (MARK 55),4000445826,14,10/13/2023,,,,
60,6009552,11844372,15881030,82085,CBP,CHEP BLOCK (MARK 55),4000445826,11,10/13/2023,,,,
60,6009553,11844375,15881034,82086,CBP,CHEP BLOCK (MARK 55),4000445826,9,10/13/2023,,,,
60,6009554,11844376,15881045,82087,CBP,CHEP BLOCK (MARK 55),4000445826,1,10/13/2023,,,,
60,6009555,11844377,15881046,82088,CBP,CHEP BLOCK (MARK 55),4000445826,20,10/13/2023,,,,
60,6009556,11844378,15881059,82089,CBP,CHEP BLOCK (MARK 55),4000445826,12,10/13/2023,,,,
60,6009557,11844379,15881061,82090,CBP,CHEP BLOCK (MARK 55),4000445826,20,10/13/2023,,,,
60,6009558,11844380,15881077,82091,CBP,CHEP BLOCK (MARK 55),4000445826,6,10/13/2023,,,,
60,6009560,11844382,15881082,82093,CBP,CHEP BLOCK (MARK 55),4000445826,3,10/13/2023,,,,
60,6009565,11845149,15881097,82094,CBP,CHEP BLOCK (MARK 55),4000445826,6,10/13/2023,,,,
60,6009566,11845150,15881102,82095,CBP,CHEP BLOCK (MARK 55),4000445826,6,10/13/2023,,,,
60,6009567,11845155,15881105,82096,CBP,CHEP BLOCK (MARK 55),4000445826,20,10/13/2023,,,,
60,6009569,11845157,15881118,82098,CBP,CHEP BLOCK (MARK 55),4000445826,7,10/13/2023,,,,
60,6009570,11845158,15881120,82099,CBP,CHEP BLOCK (MARK 55),4000445826,20,10/13/2023,,,,
60,6009571,11845159,15881121,82100,CBP,CHEP BLOCK (MARK 55),4000445826,3,10/13/2023,,,,
60,6009572,11845160,15881127,82101,CBP,CHEP BLOCK (MARK 55),4000445826,2,10/13/2023,,,,
60,6009573,11845161,15881130,82102,CBP,CHEP BLOCK (MARK 55),4000445826,3,10/13/2023,,,,
60,6009577,11845175,15881133,82106,CBP,CHEP BLOCK (MARK 55),4000445826,20,10/13/2023,,,,
60,6009578,11845176,15881139,82107,CBP,CHEP BLOCK (MARK 55),4000445826,20,10/13/2023,,,,
60,6009579,11845178,15881141,82108,CBP,CHEP BLOCK (MARK 55),4000445826,4,10/13/2023,,,,
60,6009580,11845180,15881150,82109,CBP,CHEP BLOCK (MARK 55),4000445826,20,10/13/2023,,,,
60,6009581,11845183,15881153,82110,CBP,CHEP BLOCK (MARK 55),4000445826,1,10/13/2023,,,,
60,6009583,11845185,15881167,82112,CBP,CHEP BLOCK (MARK 55),4000445826,3,10/13/2023,,,,
60,6009584,11845188,15881017,82113,CBP,CHEP BLOCK (MARK 55),4000445826,20,10/13/2023,,,,
60,6009585,11845191,15881016,82114,CBP,CHEP BLOCK (MARK 55),4000445826,20,10/13/2023,,,,
60,6009586,11845192,15881172,82115,CBP,CHEP BLOCK (MARK 55),4000445826,17,10/13/2023,,,,
60,6009587,11845194,15881177,82116,CBP,CHEP BLOCK (MARK 55),4000445826,4,10/14/2023,,,,
60,6009589,11845196,15881194,82118,CBP,CHEP BLOCK (MARK 55),4000445826,13,10/14/2023,,,,
60,6009590,11845197,15881191,82119,CBP,CHEP BLOCK (MARK 55),4000445826,6,10/14/2023,,,,
60,6009591,11845200,15881193,82120,CBP,CHEP BLOCK (MARK 55),4000445826,5,10/14/2023,,,,
60,6009592,11845201,15881192,82121,CBP,CHEP BLOCK (MARK 55),4000445826,15,10/14/2023,,,,
60,6009593,11845206,15881196,82122,CBP,CHEP BLOCK (MARK 55),4000445826,4,10/14/2023,,,,
60,6009594,11845207,15881195,82123,CBP,CHEP BLOCK (MARK 55),4000445826,10,10/14/2023,,,,
60,6009597,11845211,15881199,82126,CBP,CHEP BLOCK (MARK 55),4000445826,5,10/14/2023,,,,
60,6009602,11845556,15881205,82127,CBP,CHEP BLOCK (MARK 55),4000445826,5,10/14/2023,,,,
60,6009604,11845558,15881200,82129,CBP,CHEP BLOCK (MARK 55),4000445826,15,10/14/2023,,,,
60,6009607,11845561,15881204,82132,CBP,CHEP BLOCK (MARK 55),4000445826,3,10/14/2023,,,,
60,6009609,11845564,15881209,82134,CBP,CHEP BLOCK (MARK 55),4000445826,4,10/14/2023,,,,
60,6009612,11845567,15881239,82137,CBP,CHEP BLOCK (MARK 55),4000445826,5,10/16/2023,,,,
60,6009614,11845569,15881242,82139,CBP,CHEP BLOCK (MARK 55),4000445826,12,10/16/2023,,,,
60,6009617,11845574,15881264,82142,CBP,CHEP BLOCK (MARK 55),4000445826,20,10/16/2023,,,,
60,6009620,11845577,15881269,82145,CBP,CHEP BLOCK (MARK 55),4000445826,3,10/16/2023,,,,
60,6009621,11845578,15881291,82146,CBP,CHEP BLOCK (MARK 55),4000445826,20,10/16/2023,,,,
60,6009622,11845579,15881300,82147,CBP,CHEP BLOCK (MARK 55),4000445826,9,10/16/2023,,,,
60,6009623,11845580,15881315,82148,CBP,CHEP BLOCK (MARK 55),4000445826,20,10/16/2023,,,,
60,6009624,11845581,15881327,82149,CBP,CHEP BLOCK (MARK 55),4000445826,13,10/16/2023,,,,
60,6009625,11845582,15881332,82150,CBP,CHEP BLOCK (MARK 55),4000445826,12,10/16/2023,,,,
60,6009626,11845583,15881353,82151,CBP,CHEP BLOCK (MARK 55),4000445826,5,10/16/2023,,,,
60,6009627,11845584,15881366,82152,CBP,CHEP BLOCK (MARK 55),4000445826,20,10/16/2023,,,,
60,6009628,11845585,15881381,82153,CBP,CHEP BLOCK (MARK 55),4000445826,6,10/16/2023,,,,
60,6009629,11845586,15881397,82154,CBP,CHEP BLOCK (MARK 55),4000445826,14,10/16/2023,,,,
60,6009630,11845587,15881414,82155,CBP,CHEP BLOCK (MARK 55),4000445826,20,10/16/2023,,,,
60,6009631,11845588,15881454,82156,CBP,CHEP BLOCK (MARK 55),4000445826,12,10/16/2023,,,,
60,6009632,11845589,15881483,82157,CBP,CHEP BLOCK (MARK 55),4000445826,20,10/16/2023,,,,
60,6009633,11845590,15881488,82158,CBP,CHEP BLOCK (MARK 55),4000445826,13,10/16/2023,,,,
60,6009634,11845592,15881502,82159,CBP,CHEP BLOCK (MARK 55),4000445826,12,10/16/2023,,,,
60,6009635,11845593,15881521,82160,CBP,CHEP BLOCK (MARK 55),4000445826,3,10/16/2023,,,,
60,6009636,11845594,15881529,82161,CBP,CHEP BLOCK (MARK 55),4000445826,9,10/16/2023,,,,
60,6009637,11845595,15881533,82162,CBP,CHEP BLOCK (MARK 55),4000445826,11,10/16/2023,,,,
60,6009638,11845596,15881569,82163,CBP,CHEP BLOCK (MARK 55),4000445826,7,10/16/2023,,,,
60,6009639,11845597,15881573,82164,CBP,CHEP BLOCK (MARK 55),4000445826,14,10/16/2023,,,,
60,6009640,11845598,15881576,82165,CBP,CHEP BLOCK (MARK 55),4000445826,2,10/16/2023,,,,
60,6009640,11845598,15881576,82165,CXY,CHEP CHEMICAL PALLET,4000445826,6,10/16/2023,,,,
60,6009642,11845600,15881602,82167,CBP,CHEP BLOCK (MARK 55),4000445826,2,10/16/2023,,,,
60,6009642,11845600,15881602,82167,CXY,CHEP CHEMICAL PALLET,4000445826,6,10/16/2023,,,,
60,6009643,11845601,15881622,82168,CBP,CHEP BLOCK (MARK 55),4000445826,1,10/16/2023,,,,
60,6009645,11845603,15881653,82170,CBP,CHEP BLOCK (MARK 55),4000445826,14,10/17/2023,,,,
60,6009646,11845604,15881656,82171,CBP,CHEP BLOCK (MARK 55),4000445826,2,10/17/2023,,,,
60,6009647,11845605,15881667,82172,CBP,CHEP BLOCK (MARK 55),4000445826,3,10/17/2023,,,,
60,6009652,11846169,15881691,82174,CBP,CHEP BLOCK (MARK 55),4000445826,5,10/17/2023,,,,
60,6009655,11846172,15881714,82177,CBP,CHEP BLOCK (MARK 55),4000445826,6,10/17/2023,,,,
60,6009656,11846173,15881734,82178,CBP,CHEP BLOCK (MARK 55),4000445826,24,10/17/2023,,,,
60,6009657,11846174,15881756,82179,CBP,CHEP BLOCK (MARK 55),4000445826,3,10/17/2023,,,,
60,6009660,11846177,15881774,82182,CBP,CHEP BLOCK (MARK 55),4000445826,4,10/17/2023,,,,
60,6009661,11846368,15881786,82183,CBP,CHEP BLOCK (MARK 55),4000445826,5,10/17/2023,,,,
60,6009662,11846369,15881798,82184,CBP,CHEP BLOCK (MARK 55),4000445826,17,10/17/2023,,,,
60,6009663,11846371,15881828,82185,CBP,CHEP BLOCK (MARK 55),4000445826,3,10/17/2023,,,,
60,6009664,11846372,15881841,82186,CBP,CHEP BLOCK (MARK 55),4000445826,20,10/17/2023,,,,
60,6009666,11846374,15882095,82188,CBP,CHEP BLOCK (MARK 55),4000445826,13,10/18/2023,,,,
60,6009667,11846375,15881882,82189,CBP,CHEP BLOCK (MARK 55),4000445826,5,10/17/2023,,,,
60,6009669,11846377,15881901,82191,CBP,CHEP BLOCK (MARK 55),4000445826,2,10/17/2023,,,,
60,6009670,11846378,15881909,82192,CBP,CHEP BLOCK (MARK 55),4000445826,2,10/17/2023,,,,
60,6009671,11846379,15881914,82193,CBP,CHEP BLOCK (MARK 55),4000445826,20,10/17/2023,,,,
60,6009672,11846380,15881934,82194,CBP,CHEP BLOCK (MARK 55),4000445826,2,10/17/2023,,,,
60,6009677,11846527,15881979,82197,CBP,CHEP BLOCK (MARK 55),4000445826,20,10/17/2023,,,,
60,6009678,11846528,15881989,82198,CBP,CHEP BLOCK (MARK 55),4000445826,20,10/17/2023,,,,
60,6009679,11846529,15882005,82199,CBP,CHEP BLOCK (MARK 55),4000445826,7,10/17/2023,,,,
60,6009680,11846530,15882007,82200,CBP,CHEP BLOCK (MARK 55),4000445826,5,10/17/2023,,,,
60,6009681,11846531,15882019,82201,CBP,CHEP BLOCK (MARK 55),4000445826,2,10/17/2023,,,,
60,6009682,11846532,15882024,82202,CBP,CHEP BLOCK (MARK 55),4000445826,20,10/17/2023,,,,
60,6009684,11846539,15882099,82204,CBP,CHEP BLOCK (MARK 55),4000445826,10,10/18/2023,,,,
60,6009685,11846540,15882033,82205,CBP,CHEP BLOCK (MARK 55),4000445826,13,10/17/2023,,,,
60,6009686,11846542,15882045,82206,CBP,CHEP BLOCK (MARK 55),4000445826,20,10/17/2023,,,,
60,6009688,11846545,15882051,82208,CBP,CHEP BLOCK (MARK 55),4000445826,12,10/17/2023,,,,
60,6009689,11846547,15882117,82209,CBP,CHEP BLOCK (MARK 55),4000445826,20,10/18/2023,,,,
60,6009690,11846548,15882131,82210,CBP,CHEP BLOCK (MARK 55),4000445826,2,10/18/2023,,,,
60,6009690,11846548,15882131,82210,CXY,CHEP CHEMICAL PALLET,4000445826,2,10/18/2023,,,,
60,6009691,11846549,15882459,82211,CBP,CHEP BLOCK (MARK 55),4000445826,8,10/19/2023,,,,
60,6009691,11846549,15882459,82211,CXY,CHEP CHEMICAL PALLET,4000445826,1,10/19/2023,,,,
60,6009692,11846558,15882147,82212,CBP,CHEP BLOCK (MARK 55),4000445826,20,10/18/2023,,,,
60,6009693,11846560,15882151,82213,CXY,CHEP CHEMICAL PALLET,4000445826,4,10/18/2023,,,,
60,6009694,11846561,15882169,82214,CBP,CHEP BLOCK (MARK 55),4000445826,1,10/18/2023,,,,
60,6009694,11846561,15882169,82214,CXY,CHEP CHEMICAL PALLET,4000445826,2,10/18/2023,,,,
60,6009695,11846562,15882172,82215,CBP,CHEP BLOCK (MARK 55),4000445826,20,10/18/2023,,,,
60,6009696,11846564,15882178,82216,CBP,CHEP BLOCK (MARK 55),4000445826,1,10/18/2023,,,,
60,6009697,11846565,15882196,82217,CBP,CHEP BLOCK (MARK 55),4000445826,1,10/18/2023,,,,
60,6009697,11846565,15882196,82217,CXY,CHEP CHEMICAL PALLET,4000445826,3,10/18/2023,,,,
60,6009699,11846571,15882204,82219,CBP,CHEP BLOCK (MARK 55),4000445826,10,10/18/2023,,,,
60,6009699,11846571,15882204,82219,CXY,CHEP CHEMICAL PALLET,4000445826,3,10/18/2023,,,,
60,6009700,11846573,15882230,82220,CBP,CHEP BLOCK (MARK 55),4000445826,7,10/18/2023,,,,
60,6009700,11846573,15882230,82220,CXY,CHEP CHEMICAL PALLET,4000445826,3,10/18/2023,,,,
60,6009707,11847150,15882232,82243,CBP,CHEP BLOCK (MARK 55),4000445826,20,10/18/2023,,,,
60,6009709,11847177,15882244,82244,CBP,CHEP BLOCK (MARK 55),4000445826,10,10/18/2023,,,,
60,6009709,11847177,15882244,82244,CXY,CHEP CHEMICAL PALLET,4000445826,3,10/18/2023,,,,
60,6009712,11847286,15882268,82249,CBP,CHEP BLOCK (MARK 55),4000445826,5,10/18/2023,,,,
60,6009712,11847286,15882268,82249,CXY,CHEP CHEMICAL PALLET,4000445826,2,10/18/2023,,,,
60,6009713,11847287,15882297,82250,CBP,CHEP BLOCK (MARK 55),4000445826,3,10/18/2023,,,,
60,6009713,11847287,15882297,82250,CXY,CHEP CHEMICAL PALLET,4000445826,3,10/18/2023,,,,
60,6009714,11847288,15882317,82251,CBP,CHEP BLOCK (MARK 55),4000445826,5,10/18/2023,,,,
60,6009714,11847288,15882317,82251,CXY,CHEP CHEMICAL PALLET,4000445826,2,10/18/2023,,,,
60,6009715,11847289,15882327,82252,CBP,CHEP BLOCK (MARK 55),4000445826,24,10/18/2023,,,,
60,6009717,11847293,15882352,82254,CBP,CHEP BLOCK (MARK 55),4000445826,16,10/18/2023,,,,
60,6009719,11847295,15882368,82256,CBP,CHEP BLOCK (MARK 55),4000445826,3,10/18/2023,,,,
60,6009720,11847296,15882369,82257,CBP,CHEP BLOCK (MARK 55),4000445826,19,10/18/2023,,,,
60,6009721,11847297,15882386,82258,CBP,CHEP BLOCK (MARK 55),4000445826,13,10/18/2023,,,,
60,6009722,11847298,15882402,82259,CBP,CHEP BLOCK (MARK 55),4000445826,14,10/18/2023,,,,
60,6009723,11847299,15882403,82260,CBP,CHEP BLOCK (MARK 55),4000445826,2,10/18/2023,,,,
60,6009724,11847300,15882427,82261,CBP,CHEP BLOCK (MARK 55),4000445826,5,10/18/2023,,,,
60,6009725,11847301,15882465,82262,CBP,CHEP BLOCK (MARK 55),4000445826,15,10/19/2023,,,,
60,6009726,11847376,15882467,82263,CBP,CHEP BLOCK (MARK 55),4000445826,9,10/19/2023,,,,
60,6009727,11847377,15882471,82264,CBP,CHEP BLOCK (MARK 55),4000445826,10,10/19/2023,,,,
60,6009728,11847378,15882490,82265,CBP,CHEP BLOCK (MARK 55),4000445826,20,10/19/2023,,,,
60,6009729,11847379,15882505,82266,CBP,CHEP BLOCK (MARK 55),4000445826,20,10/19/2023,,,,
60,6009730,11847381,15882512,82267,CBP,CHEP BLOCK (MARK 55),4000445826,7,10/19/2023,,,,
60,6009730,11847381,15882512,82267,CXY,CHEP CHEMICAL PALLET,4000445826,10,10/19/2023,,,,
60,6009731,11847382,15882531,82268,CBP,CHEP BLOCK (MARK 55),4000445826,20,10/19/2023,,,,
60,6009732,11847384,15882540,82269,CBP,CHEP BLOCK (MARK 55),4000445826,2,10/19/2023,,,,
60,6009732,11847384,15882540,82269,CXY,CHEP CHEMICAL PALLET,4000445826,10,10/19/2023,,,,
60,6009733,11847385,15882541,82270,CBP,CHEP BLOCK (MARK 55),4000445826,20,10/19/2023,,,,
60,6009734,11847388,15882548,82271,CBP,CHEP BLOCK (MARK 55),4000445826,20,10/19/2023,,,,
60,6009735,11847390,15882557,82272,CBP,CHEP BLOCK (MARK 55),4000445826,3,10/19/2023,,,,
60,6009735,11847390,15882557,82272,CXY,CHEP CHEMICAL PALLET,4000445826,8,10/19/2023,,,,
60,6009736,11847391,15882587,82273,CBP,CHEP BLOCK (MARK 55),4000445826,2,10/19/2023,,,,
60,6009736,11847391,15882587,82273,CXY,CHEP CHEMICAL PALLET,4000445826,7,10/19/2023,,,,
60,6009737,11847399,15882607,82274,CBP,CHEP BLOCK (MARK 55),4000445826,20,10/19/2023,,,,
